method,seed,round,round_theta_index,theta_per_round,parameter_id,t_lead,delta_T_thr,G_ext,Q_ratio,tau,delay_A,delay_N,score,best_so_far,penalty,final_status,failure_reason,termination_reason,emergency_arrived,emergency_teleport,background_teleported,signal_event_count,stage2_hold_count,stage3_preemption_count,surrogate_mean,surrogate_ci_low,surrogate_ci_high,acquisition,essi_acquisition,essi_1,essi_2,essi_3,essi_4,essi_5,essi_6,essi_max,essi_mean,essi_log_max,dominant_essi_subspace,spatial_activation_score
CMA-ES,20260607,47,1,6,cma_r47_001_tl22_dt34_ge34_qr20_tau85,22,34,34,0.2,0.85,92.92,89.32,92.59,90.54,0.00,PASS,,recovery_detected,True,False,0,1615,1,19,,,,,,,,,,,,,,,,
CMA-ES,20260607,47,2,6,cma_r47_002_tl26_dt35_ge35_qr23_tau84,26,35,35,0.23,0.84,91.92,89.27,91.68,90.54,0.00,PASS,,recovery_detected,True,False,0,1558,1,19,,,,,,,,,,,,,,,,
CMA-ES,20260607,47,3,6,cma_r47_003_tl20_dt34_ge34_qr25_tau84,20,34,34,0.25,0.84,92.92,89.32,92.59,90.54,0.00,PASS,,recovery_detected,True,False,0,1615,1,19,,,,,,,,,,,,,,,,
CMA-ES,20260607,47,4,6,cma_r47_004_tl18_dt35_ge33_qr23_tau84,18,35,33,0.23,0.84,91.92,87.90,91.55,90.54,0.00,PASS,,recovery_detected,True,False,0,1611,1,19,,,,,,,,,,,,,,,,
CMA-ES,20260607,47,5,6,cma_r47_005_tl19_dt30_ge33_qr24_tau85,19,30,33,0.24,0.85,94.92,87.53,94.25,90.54,0.00,PASS,,recovery_detected,True,False,0,1645,1,19,,,,,,,,,,,,,,,,
CMA-ES,20260607,47,6,6,cma_r47_006_tl12_dt33_ge34_qr25_tau85,12,33,34,0.25,0.85,94.92,89.11,94.39,90.54,0.00,PASS,,recovery_detected,True,False,0,1620,1,19,,,,,,,,,,,,,,,,
CMA-ES,20260607,48,1,6,cma_r48_001_tl18_dt35_ge34_qr22_tau85,18,35,34,0.22,0.85,92.92,89.32,92.59,90.54,0.00,PASS,,recovery_detected,True,False,0,1613,1,19,,,,,,,,,,,,,,,,
CMA-ES,20260607,48,2,6,cma_r48_002_tl20_dt35_ge33_qr24_tau84,20,35,33,0.24,0.84,91.92,87.90,91.55,90.54,0.00,PASS,,recovery_detected,True,False,0,1611,1,19,,,,,,,,,,,,,,,,
CMA-ES,20260607,48,3,6,cma_r48_003_tl30_dt38_ge34_qr19_tau83,30,38,34,0.19,0.83,141.92,93.98,137.56,90.54,0.00,PASS,,recovery_detected,True,False,0,1660,1,26,,,,,,,,,,,,,,,,
CMA-ES,20260607,48,4,6,cma_r48_004_tl20_dt36_ge33_qr21_tau84,20,36,33,0.21,0.84,91.92,88.09,91.57,90.54,0.00,PASS,,recovery_detected,True,False,0,1603,1,19,,,,,,,,,,,,,,,,
CMA-ES,20260607,48,5,6,cma_r48_005_tl25_dt36_ge35_qr18_tau83,25,36,35,0.18,0.83,91.92,89.27,91.68,90.54,0.00,PASS,,recovery_detected,True,False,0,1559,1,19,,,,,,,,,,,,,,,,
CMA-ES,20260607,48,6,6,cma_r48_006_tl18_dt35_ge33_qr24_tau85,18,35,33,0.24,0.85,91.92,87.90,91.55,90.54,0.00,PASS,,recovery_detected,True,False,0,1611,1,19,,,,,,,,,,,,,,,,
CMA-ES,20260607,49,1,6,cma_r49_001_tl22_dt37_ge33_qr24_tau84,22,37,33,0.24,0.84,91.92,88.24,91.59,90.54,0.00,PASS,,recovery_detected,True,False,0,1598,1,19,,,,,,,,,,,,,,,,
CMA-ES,20260607,49,2,6,cma_r49_002_tl22_dt33_ge33_qr25_tau84,22,33,33,0.25,0.84,91.92,87.90,91.55,90.54,0.00,PASS,,recovery_detected,True,False,0,1613,1,19,,,,,,,,,,,,,,,,
CMA-ES,20260607,49,3,6,cma_r49_003_tl21_dt33_ge34_qr26_tau84,21,33,34,0.26,0.84,94.92,89.11,94.39,90.54,0.00,PASS,,recovery_detected,True,False,0,1620,1,19,,,,,,,,,,,,,,,,
CMA-ES,20260607,49,4,6,cma_r49_004_tl27_dt35_ge33_qr21_tau85,27,35,33,0.21,0.85,91.92,87.90,91.55,90.54,0.00,PASS,,recovery_detected,True,False,0,1611,1,19,,,,,,,,,,,,,,,,
CMA-ES,20260607,49,5,6,cma_r49_005_tl29_dt36_ge34_qr21_tau84,29,36,34,0.21,0.84,137.92,98.21,134.31,90.54,0.00,PASS,,recovery_detected,True,False,0,1716,1,26,,,,,,,,,,,,,,,,
CMA-ES,20260607,49,6,6,cma_r49_006_tl22_dt35_ge34_qr22_tau84,22,35,34,0.22,0.84,92.92,89.32,92.59,90.54,0.00,PASS,,recovery_detected,True,False,0,1613,1,19,,,,,,,,,,,,,,,,
CMA-ES,20260607,50,1,6,cma_r50_001_tl24_dt32_ge34_qr24_tau85,24,32,34,0.24,0.85,93.92,89.03,93.48,90.54,0.00,PASS,,recovery_detected,True,False,0,1613,1,19,,,,,,,,,,,,,,,,
CMA-ES,20260607,50,2,6,cma_r50_002_tl20_dt30_ge32_qr25_tau85,20,30,32,0.25,0.85,157.92,87.74,151.54,90.54,0.00,PASS,,recovery_detected,True,False,0,2116,1,22,,,,,,,,,,,,,,,,
CMA-ES,20260607,50,3,6,cma_r50_003_tl16_dt37_ge33_qr26_tau85,16,37,33,0.26,0.85,91.92,88.24,91.59,90.54,0.00,PASS,,recovery_detected,True,False,0,1598,1,19,,,,,,,,,,,,,,,,
CMA-ES,20260607,50,4,6,cma_r50_004_tl23_dt35_ge33_qr24_tau84,23,35,33,0.24,0.84,91.92,87.90,91.55,90.54,0.00,PASS,,recovery_detected,True,False,0,1611,1,19,,,,,,,,,,,,,,,,
CMA-ES,20260607,50,5,6,cma_r50_005_tl21_dt32_ge33_qr21_tau85,21,32,33,0.21,0.85,138.92,89.20,134.40,90.54,0.00,PASS,,recovery_detected,True,False,0,1976,1,22,,,,,,,,,,,,,,,,
CMA-ES,20260607,50,6,6,cma_r50_006_tl26_dt33_ge33_qr22_tau85,26,33,33,0.22,0.85,91.92,87.90,91.55,90.54,0.00,PASS,,recovery_detected,True,False,0,1613,1,19,,,,,,,,,,,,,,,,
BO,20260607,1,1,6,bo_r01_001_tl50_dt212_ge40_qr62_tau90,50,212,40,0.62,0.9,362.92,83.43,337.51,337.51,0.00,PASS,,recovery_detected,True,False,0,267,0,40,,,,,,,,,,,,,,,,
BO,20260607,1,2,6,bo_r01_002_tl80_dt143_ge18_qr17_tau79,80,143,18,0.17,0.79,384.92,84.76,357.63,337.51,0.00,PASS,,recovery_detected,True,False,0,408,1,61,,,,,,,,,,,,,,,,
BO,20260607,1,3,6,bo_r01_003_tl56_dt74_ge28_qr32_tau74,56,74,28,0.32,0.74,184.92,79.22,175.31,175.31,0.00,PASS,,recovery_detected,True,False,0,639,0,32,,,,,,,,,,,,,,,,
BO,20260607,1,4,6,bo_r01_004_tl117_dt156_ge35_qr21_tau70,117,156,35,0.21,0.7,190.92,91.92,181.92,175.31,0.00,PASS,,recovery_detected,True,False,0,224,1,31,,,,,,,,,,,,,,,,
BO,20260607,1,5,6,bo_r01_005_tl43_dt211_ge31_qr66_tau75,43,211,31,0.66,0.75,325.92,96.30,305.05,175.31,0.00,PASS,,recovery_detected,True,False,0,315,0,41,,,,,,,,,,,,,,,,
BO,20260607,1,6,6,bo_r01_006_tl77_dt210_ge17_qr42_tau85,77,210,17,0.42,0.85,285.92,86.78,267.82,175.31,0.00,PASS,,recovery_detected,True,False,0,452,0,51,,,,,,,,,,,,,,,,
BO,20260607,2,1,6,bo_r02_001_tl120_dt59_ge19_qr20_tau87,120,59,19,0.2,0.87,195.92,84.11,185.76,175.31,0.00,PASS,,recovery_detected,True,False,0,720,1,41,270.87,131.84,409.90,,,,,,,,,,,,,
BO,20260607,2,2,6,bo_r02_002_tl49_dt122_ge12_qr53_tau77,49,122,12,0.53,0.77,301.92,104.94,284.01,175.31,0.00,PASS,,recovery_detected,True,False,0,612,0,65,270.87,131.84,409.90,,,,,,,,,,,,,
BO,20260607,2,3,6,bo_r02_003_tl88_dt70_ge3_qr0_tau77,88,70,3,0.0,0.77,327.92,83.96,305.74,175.31,0.00,PASS,,recovery_detected,True,False,0,1223,1,92,270.87,131.84,409.90,,,,,,,,,,,,,
BO,20260607,2,4,6,bo_r02_004_tl73_dt1_ge22_qr10_tau87,73,1,22,0.1,0.87,262.92,100.32,248.14,175.31,0.00,PASS,,recovery_detected,True,False,0,4600,1,18,270.87,131.84,409.90,,,,,,,,,,,,,
BO,20260607,2,5,6,bo_r02_005_tl12_dt151_ge30_qr53_tau80,12,151,30,0.53,0.8,144.92,79.72,138.99,138.99,0.00,PASS,,recovery_detected,True,False,0,567,0,27,270.87,131.84,409.90,,,,,,,,,,,,,
BO,20260607,2,6,6,bo_r02_006_tl121_dt65_ge11_qr46_tau73,121,65,11,0.46,0.73,288.92,99.75,271.72,138.99,0.00,PASS,,recovery_detected,True,False,0,721,0,63,270.87,131.84,409.90,,,,,,,,,,,,,
BO,20260607,3,1,6,bo_r03_001_tl22_dt31_ge1_qr54_tau72,22,31,1,0.54,0.72,192.92,82.64,182.89,138.99,0.00,PASS,,recovery_detected,True,False,0,2605,0,59,254.97,123.86,386.08,,,,,,,,,,,,,
BO,20260607,3,2,6,bo_r03_002_tl55_dt52_ge38_qr75_tau71,55,52,38,0.75,0.71,165.92,83.12,158.39,138.99,0.00,PASS,,recovery_detected,True,False,0,961,0,27,254.97,123.86,386.08,,,,,,,,,,,,,
BO,20260607,3,3,6,bo_r03_003_tl117_dt3_ge19_qr98_tau78,117,3,19,0.98,0.78,262.92,88.84,247.09,138.99,0.00,PASS,,recovery_detected,True,False,0,4644,0,18,254.97,123.86,386.08,,,,,,,,,,,,,
BO,20260607,3,4,6,bo_r03_004_tl95_dt181_ge20_qr27_tau74,95,181,20,0.27,0.74,290.92,87.14,272.39,138.99,0.00,PASS,,recovery_detected,True,False,0,394,1,52,254.97,123.86,386.08,,,,,,,,,,,,,
BO,20260607,3,5,6,bo_r03_005_tl26_dt127_ge1_qr65_tau72,26,127,1,0.65,0.72,249.92,94.82,235.82,138.99,0.00,PASS,,recovery_detected,True,False,0,1024,0,91,254.97,123.86,386.08,,,,,,,,,,,,,
BO,20260607,3,6,6,bo_r03_006_tl55_dt176_ge38_qr40_tau85,55,176,38,0.4,0.85,264.92,89.17,248.94,138.99,0.00,PASS,,recovery_detected,True,False,0,399,0,31,254.97,123.86,386.08,,,,,,,,,,,,,
BO,20260607,4,1,6,bo_r04_001_tl3_dt71_ge44_qr30_tau88,3,71,44,0.3,0.88,113.92,90.96,111.83,111.83,0.00,PASS,,recovery_detected,True,False,0,671,1,22,244.73,125.06,364.40,,,,,,,,,,,,,
BO,20260607,4,2,6,bo_r04_002_tl31_dt28_ge30_qr19_tau81,31,28,30,0.19,0.81,90.92,94.03,91.20,91.20,0.00,PASS,,recovery_detected,True,False,0,1688,1,19,244.73,125.06,364.40,,,,,,,,,,,,,
BO,20260607,4,3,6,bo_r04_003_tl68_dt239_ge1_qr84_tau82,68,239,1,0.84,0.82,325.92,95.70,304.99,91.20,0.00,PASS,,recovery_detected,True,False,0,1093,0,107,244.73,125.06,364.40,,,,,,,,,,,,,
BO,20260607,4,4,6,bo_r04_004_tl67_dt190_ge15_qr77_tau75,67,190,15,0.77,0.75,519.92,83.18,480.22,91.20,0.00,PASS,,recovery_detected,True,False,0,652,0,80,244.73,125.06,364.40,,,,,,,,,,,,,
BO,20260607,4,5,6,bo_r04_005_tl11_dt176_ge20_qr90_tau78,11,176,20,0.9,0.78,308.92,80.54,288.16,91.20,0.00,PASS,,recovery_detected,True,False,0,772,0,48,244.73,125.06,364.40,,,,,,,,,,,,,
BO,20260607,4,6,6,bo_r04_006_tl56_dt15_ge36_qr99_tau75,56,15,36,0.99,0.75,144.92,78.65,138.90,91.20,0.00,PASS,,recovery_detected,True,False,0,2911,0,18,244.73,125.06,364.40,,,,,,,,,,,,,
BO,20260607,5,1,6,bo_r05_001_tl50_dt39_ge28_qr38_tau70,50,39,28,0.38,0.7,137.92,81.77,132.81,91.20,0.00,PASS,,recovery_detected,True,False,0,1653,0,28,242.52,72.59,412.44,,,,,,,,,,,,,
BO,20260607,5,2,6,bo_r05_002_tl114_dt119_ge42_qr19_tau76,114,119,42,0.19,0.76,270.92,82.80,253.82,91.20,0.00,PASS,,recovery_detected,True,False,0,266,1,32,242.52,72.59,412.44,,,,,,,,,,,,,
BO,20260607,5,3,6,bo_r05_003_tl30_dt173_ge9_qr30_tau90,30,173,9,0.3,0.9,333.92,92.86,312.00,91.20,0.00,PASS,,recovery_detected,True,False,0,1030,1,71,242.52,72.59,412.44,,,,,,,,,,,,,
BO,20260607,5,4,6,bo_r05_004_tl67_dt40_ge43_qr75_tau74,67,40,43,0.75,0.74,108.92,82.13,106.48,91.20,0.00,PASS,,recovery_detected,True,False,0,1328,0,19,242.52,72.59,412.44,,,,,,,,,,,,,
BO,20260607,5,5,6,bo_r05_005_tl20_dt219_ge38_qr92_tau78,20,219,38,0.92,0.78,203.92,81.85,192.82,91.20,0.00,PASS,,recovery_detected,True,False,0,425,0,29,242.52,72.59,412.44,,,,,,,,,,,,,
BO,20260607,5,6,6,bo_r05_006_tl98_dt149_ge21_qr12_tau76,98,149,21,0.12,0.76,230.92,82.93,217.47,91.20,0.00,PASS,,recovery_detected,True,False,0,326,1,46,242.52,72.59,412.44,,,,,,,,,,,,,
BO,20260607,6,1,6,bo_r06_001_tl119_dt74_ge7_qr7_tau70,119,74,7,0.07,0.7,364.92,97.15,340.58,91.20,0.00,PASS,,recovery_detected,True,False,0,1079,1,86,234.53,67.80,401.25,,,,,,,,,,,,,
BO,20260607,6,2,6,bo_r06_002_tl8_dt204_ge36_qr80_tau76,8,204,36,0.8,0.76,258.92,79.53,242.61,91.20,0.00,PASS,,recovery_detected,True,False,0,494,0,35,234.53,67.80,401.25,,,,,,,,,,,,,
BO,20260607,6,3,6,bo_r06_003_tl28_dt22_ge33_qr35_tau76,28,22,33,0.35,0.76,145.92,75.50,139.52,91.20,0.00,PASS,,recovery_detected,True,False,0,2579,0,18,234.53,67.80,401.25,,,,,,,,,,,,,
BO,20260607,6,4,6,bo_r06_004_tl86_dt232_ge20_qr22_tau70,86,232,20,0.22,0.7,290.92,87.14,272.39,91.20,0.00,PASS,,recovery_detected,True,False,0,394,1,52,234.53,67.80,401.25,,,,,,,,,,,,,
BO,20260607,6,5,6,bo_r06_005_tl82_dt60_ge33_qr40_tau89,82,60,33,0.4,0.89,245.92,76.56,230.52,91.20,0.00,PASS,,recovery_detected,True,False,0,657,0,33,234.53,67.80,401.25,,,,,,,,,,,,,
BO,20260607,6,6,6,bo_r06_006_tl81_dt122_ge8_qr4_tau70,81,122,8,0.04,0.7,406.92,87.22,377.86,91.20,0.00,PASS,,recovery_detected,True,False,0,890,1,88,234.53,67.80,401.25,,,,,,,,,,,,,
BO,20260607,7,1,6,bo_r07_001_tl58_dt81_ge42_qr4_tau82,58,81,42,0.04,0.82,198.92,89.37,188.96,91.20,0.00,PASS,,recovery_detected,True,False,0,297,1,28,239.98,73.95,406.01,,,,,,,,,,,,,
BO,20260607,7,2,6,bo_r07_002_tl12_dt115_ge48_qr61_tau70,12,115,48,0.61,0.7,283.92,79.07,265.30,91.20,0.00,PASS,,recovery_detected,True,False,0,321,0,30,239.98,73.95,406.01,,,,,,,,,,,,,
BO,20260607,7,3,6,bo_r07_003_tl73_dt176_ge11_qr55_tau84,73,176,11,0.55,0.84,320.92,82.28,299.23,91.20,0.00,PASS,,recovery_detected,True,False,0,575,0,67,239.98,73.95,406.01,,,,,,,,,,,,,
BO,20260607,7,4,6,bo_r07_004_tl26_dt15_ge37_qr40_tau84,26,15,37,0.4,0.84,145.92,78.62,139.80,91.20,0.00,PASS,,recovery_detected,True,False,0,2911,0,17,239.98,73.95,406.01,,,,,,,,,,,,,
BO,20260607,7,5,6,bo_r07_005_tl106_dt115_ge29_qr23_tau87,106,115,29,0.23,0.87,224.92,88.79,212.54,91.20,0.00,PASS,,recovery_detected,True,False,0,349,1,34,239.98,73.95,406.01,,,,,,,,,,,,,
BO,20260607,7,6,6,bo_r07_006_tl34_dt110_ge15_qr88_tau86,34,110,15,0.88,0.86,303.92,85.22,284.04,91.20,0.00,PASS,,recovery_detected,True,False,0,829,0,58,239.98,73.95,406.01,,,,,,,,,,,,,
BO,20260607,8,1,6,bo_r08_001_tl103_dt74_ge32_qr38_tau71,103,74,32,0.38,0.71,242.92,78.20,227.95,91.20,0.00,PASS,,recovery_detected,True,False,0,424,0,36,238.79,79.40,398.18,,,,,,,,,,,,,
BO,20260607,8,2,6,bo_r08_002_tl12_dt66_ge2_qr31_tau79,12,66,2,0.31,0.79,295.92,88.00,277.02,91.20,0.00,PASS,,recovery_detected,True,False,0,1885,0,84,238.79,79.40,398.18,,,,,,,,,,,,,
BO,20260607,8,3,6,bo_r08_003_tl52_dt209_ge43_qr9_tau88,52,209,43,0.09,0.88,209.92,83.13,198.39,91.20,0.00,PASS,,recovery_detected,True,False,0,168,1,29,238.79,79.40,398.18,,,,,,,,,,,,,
BO,20260607,8,4,6,bo_r08_004_tl53_dt156_ge33_qr38_tau86,53,156,33,0.38,0.86,363.92,89.46,338.97,91.20,0.00,PASS,,recovery_detected,True,False,0,364,0,42,238.79,79.40,398.18,,,,,,,,,,,,,
BO,20260607,8,5,6,bo_r08_005_tl23_dt153_ge44_qr17_tau73,23,153,44,0.17,0.73,159.92,84.98,153.11,91.20,0.00,PASS,,recovery_detected,True,False,0,249,1,28,238.79,79.40,398.18,,,,,,,,,,,,,
BO,20260607,8,6,6,bo_r08_006_tl17_dt76_ge27_qr36_tau87,17,76,27,0.36,0.87,159.92,80.82,152.73,91.20,0.00,PASS,,recovery_detected,True,False,0,585,0,33,238.79,79.40,398.18,,,,,,,,,,,,,
BO,20260607,9,1,6,bo_r09_001_tl106_dt21_ge32_qr45_tau74,106,21,32,0.45,0.74,144.92,75.77,138.63,91.20,0.00,PASS,,recovery_detected,True,False,0,2674,0,19,237.03,80.64,393.42,,,,,,,,,,,,,
BO,20260607,9,2,6,bo_r09_002_tl105_dt75_ge12_qr84_tau87,105,75,12,0.84,0.87,290.92,92.83,272.91,91.20,0.00,PASS,,recovery_detected,True,False,0,971,0,58,237.03,80.64,393.42,,,,,,,,,,,,,
BO,20260607,9,3,6,bo_r09_003_tl42_dt234_ge39_qr55_tau84,42,234,39,0.55,0.84,274.92,81.03,257.29,91.20,0.00,PASS,,recovery_detected,True,False,0,245,0,32,237.03,80.64,393.42,,,,,,,,,,,,,
BO,20260607,9,4,6,bo_r09_004_tl119_dt231_ge27_qr7_tau70,119,231,27,0.07,0.7,287.92,86.12,269.57,91.20,0.00,PASS,,recovery_detected,True,False,0,277,1,43,237.03,80.64,393.42,,,,,,,,,,,,,
BO,20260607,9,5,6,bo_r09_005_tl57_dt68_ge11_qr91_tau90,57,68,11,0.91,0.9,210.92,88.29,199.77,91.20,0.00,PASS,,recovery_detected,True,False,0,546,0,58,237.03,80.64,393.42,,,,,,,,,,,,,
BO,20260607,9,6,6,bo_r09_006_tl32_dt111_ge6_qr52_tau83,32,111,6,0.52,0.83,262.92,101.62,248.26,91.20,0.00,PASS,,recovery_detected,True,False,0,1076,0,69,237.03,80.64,393.42,,,,,,,,,,,,,
BO,20260607,10,1,6,bo_r10_001_tl78_dt33_ge41_qr96_tau79,78,33,41,0.96,0.79,144.92,86.55,139.61,91.20,0.00,PASS,,recovery_detected,True,False,0,1932,0,20,236.37,85.60,387.14,,,,,,,,,,,,,
BO,20260607,10,2,6,bo_r10_002_tl33_dt142_ge15_qr0_tau74,33,142,15,0.0,0.74,267.92,86.03,251.38,91.20,0.00,PASS,,recovery_detected,True,False,0,802,1,51,236.37,85.60,387.14,,,,,,,,,,,,,
BO,20260607,10,3,6,bo_r10_003_tl111_dt95_ge35_qr42_tau87,111,95,35,0.42,0.87,370.92,89.35,345.32,91.20,0.00,PASS,,recovery_detected,True,False,0,444,0,41,236.37,85.60,387.14,,,,,,,,,,,,,
BO,20260607,10,4,6,bo_r10_004_tl119_dt133_ge13_qr83_tau76,119,133,13,0.83,0.76,355.92,93.20,332.04,91.20,0.00,PASS,,recovery_detected,True,False,0,680,0,65,236.37,85.60,387.14,,,,,,,,,,,,,
BO,20260607,10,5,6,bo_r10_005_tl103_dt217_ge30_qr85_tau82,103,217,30,0.85,0.82,286.92,75.40,267.69,91.20,0.00,PASS,,recovery_detected,True,False,0,292,0,40,236.37,85.60,387.14,,,,,,,,,,,,,
BO,20260607,10,6,6,bo_r10_006_tl2_dt95_ge46_qr94_tau71,2,95,46,0.94,0.71,162.92,87.44,156.06,91.20,0.00,PASS,,recovery_detected,True,False,0,636,0,22,236.37,85.60,387.14,,,,,,,,,,,,,
BO,20260607,11,1,6,bo_r11_001_tl70_dt39_ge50_qr97_tau90,70,39,50,0.97,0.9,144.92,88.61,139.80,91.20,0.00,PASS,,recovery_detected,True,False,0,1652,0,18,237.60,86.31,388.89,0.84,0.84,0.25,0.17,0.21,0.18,0.84,0.48,0.84,0.36,-0.17591640,5,1.000000
BO,20260607,11,2,6,bo_r11_002_tl119_dt36_ge32_qr92_tau87,119,36,32,0.92,0.87,108.92,81.92,106.47,91.20,0.00,PASS,,recovery_detected,True,False,0,1588,0,23,237.60,86.31,388.89,0.84,0.84,0.28,0.19,0.22,0.18,0.84,0.46,0.84,0.36,-0.17591640,5,1.000000
BO,20260607,11,3,6,bo_r11_003_tl119_dt53_ge41_qr88_tau89,119,53,41,0.88,0.89,190.92,84.80,181.27,91.20,0.00,PASS,,recovery_detected,True,False,0,903,0,27,237.60,86.31,388.89,0.84,0.84,0.29,0.19,0.22,0.19,0.84,0.48,0.84,0.37,-0.17591640,5,1.000000
BO,20260607,11,4,6,bo_r11_004_tl119_dt97_ge38_qr81_tau88,119,97,38,0.81,0.88,292.92,87.71,274.26,91.20,0.00,PASS,,recovery_detected,True,False,0,378,0,36,237.60,86.31,388.89,0.84,0.84,0.28,0.18,0.21,0.18,0.84,0.45,0.84,0.36,-0.17591640,5,1.000000
BO,20260607,11,5,6,bo_r11_005_tl115_dt181_ge44_qr91_tau84,115,181,44,0.91,0.84,248.92,80.57,233.62,91.20,0.00,PASS,,recovery_detected,True,False,0,173,0,29,237.60,86.31,388.89,0.82,0.82,0.27,0.18,0.21,0.18,0.82,0.43,0.82,0.35,-0.19358135,5,0.982490
BO,20260607,11,6,6,bo_r11_006_tl44_dt9_ge38_qr99_tau90,44,9,38,0.99,0.9,177.92,81.68,169.17,91.20,0.00,PASS,,recovery_detected,True,False,0,3579,0,18,237.60,86.31,388.89,0.81,0.81,0.22,0.15,0.19,0.17,0.81,0.45,0.81,0.33,-0.20602329,5,0.970342
BO,20260607,12,1,6,bo_r12_001_tl51_dt11_ge50_qr97_tau88,51,11,50,0.97,0.88,161.92,86.17,155.03,91.20,0.00,PASS,,recovery_detected,True,False,0,3274,0,17,232.73,81.70,383.77,0.97,0.97,0.27,0.19,0.23,0.20,0.97,0.53,0.97,0.40,-0.02899136,5,0.994202
BO,20260607,12,2,6,bo_r12_002_tl119_dt0_ge40_qr60_tau88,119,0,40,0.6,0.88,297.92,84.08,278.48,91.20,0.00,PASS,,recovery_detected,True,False,0,195,0,35,232.73,81.70,383.77,0.97,0.97,0.33,0.22,0.25,0.21,0.97,0.51,0.97,0.41,-0.02891799,5,0.994275
BO,20260607,12,3,6,bo_r12_003_tl90_dt163_ge49_qr100_tau84,90,163,49,1.0,0.84,302.92,79.03,282.57,91.20,0.00,PASS,,recovery_detected,True,False,0,347,0,31,232.73,81.70,383.77,0.96,0.96,0.30,0.20,0.24,0.20,0.96,0.51,0.96,0.40,-0.04175753,5,0.981590
BO,20260607,12,4,6,bo_r12_004_tl107_dt175_ge48_qr89_tau84,107,175,48,0.89,0.84,303.92,80.26,283.59,91.20,0.00,PASS,,recovery_detected,True,False,0,366,0,32,232.73,81.70,383.77,0.96,0.96,0.31,0.21,0.24,0.20,0.96,0.50,0.96,0.40,-0.04505974,5,0.978354
BO,20260607,12,5,6,bo_r12_005_tl115_dt164_ge50_qr61_tau88,115,164,50,0.61,0.88,400.92,78.81,371.64,91.20,0.00,PASS,,recovery_detected,True,False,0,220,0,34,232.73,81.70,383.77,0.96,0.96,0.32,0.21,0.24,0.20,0.96,0.50,0.96,0.41,-0.04489135,5,0.978519
BO,20260607,12,6,6,bo_r12_006_tl121_dt149_ge35_qr68_tau89,121,149,35,0.68,0.89,262.92,90.00,247.20,91.20,0.00,PASS,,recovery_detected,True,False,0,340,0,34,232.73,81.70,383.77,0.95,0.95,0.32,0.21,0.24,0.20,0.95,0.50,0.95,0.40,-0.05155958,5,0.972016
BO,20260607,13,1,6,bo_r13_001_tl95_dt84_ge39_qr94_tau88,95,84,39,0.94,0.88,299.92,84.36,280.32,91.20,0.00,PASS,,recovery_detected,True,False,0,315,0,36,235.82,85.43,386.21,0.86,0.86,0.27,0.18,0.21,0.18,0.86,0.47,0.86,0.36,-0.15096890,5,1.000000
BO,20260607,13,2,6,bo_r13_002_tl98_dt222_ge44_qr91_tau90,98,222,44,0.91,0.9,248.92,80.57,233.62,91.20,0.00,PASS,,recovery_detected,True,False,0,173,0,29,235.82,85.43,386.21,0.86,0.86,0.27,0.18,0.21,0.18,0.86,0.47,0.86,0.36,-0.15096890,5,1.000000
BO,20260607,13,3,6,bo_r13_003_tl103_dt40_ge48_qr100_tau83,103,40,48,1.0,0.83,137.92,88.67,133.44,91.20,0.00,PASS,,recovery_detected,True,False,0,1440,0,19,235.82,85.43,386.21,0.86,0.86,0.28,0.19,0.22,0.19,0.86,0.47,0.86,0.37,-0.15096890,5,1.000000
BO,20260607,13,4,6,bo_r13_004_tl115_dt6_ge46_qr59_tau89,115,6,46,0.59,0.89,180.92,92.55,172.89,91.20,0.00,PASS,,recovery_detected,True,False,0,4137,0,18,235.82,85.43,386.21,0.86,0.86,0.29,0.19,0.22,0.19,0.86,0.46,0.86,0.37,-0.15096890,5,1.000000
BO,20260607,13,5,6,bo_r13_005_tl118_dt26_ge47_qr97_tau84,118,26,47,0.97,0.84,137.92,78.59,132.53,91.20,0.00,PASS,,recovery_detected,True,False,0,2173,0,17,235.82,85.43,386.21,0.86,0.86,0.30,0.20,0.23,0.20,0.86,0.48,0.86,0.38,-0.15096890,5,1.000000
BO,20260607,13,6,6,bo_r13_006_tl119_dt67_ge45_qr85_tau89,119,67,45,0.85,0.89,191.92,77.30,181.50,91.20,0.00,PASS,,recovery_detected,True,False,0,645,0,25,235.82,85.43,386.21,0.86,0.86,0.30,0.20,0.23,0.20,0.86,0.49,0.86,0.38,-0.15096890,5,1.000000
BO,20260607,14,1,6,bo_r14_001_tl114_dt161_ge49_qr97_tau85,114,161,49,0.97,0.85,302.92,79.03,282.57,91.20,0.00,PASS,,recovery_detected,True,False,0,347,0,31,232.22,82.86,381.58,0.93,0.93,0.31,0.21,0.24,0.21,0.93,0.51,0.93,0.40,-0.06972113,5,1.000000
BO,20260607,14,2,6,bo_r14_002_tl121_dt13_ge50_qr98_tau90,121,13,50,0.98,0.9,145.92,79.26,139.86,91.20,0.00,PASS,,recovery_detected,True,False,0,3043,0,17,232.22,82.86,381.58,0.93,0.93,0.35,0.23,0.27,0.23,0.93,0.58,0.93,0.43,-0.06972113,5,1.000000
