input_method,input_seed,input_round,input_parameter_id,input_t_lead,input_delta_T_thr,input_G_ext,input_Q_ratio,input_tau,output_delay_A_sec,output_delay_N_sec,weight_A,weight_N,weight_ratio,score,measured_T_free_EMV_sec,measured_T_actual_EMV_sec,measured_d_EMV_sec,measured_d_veh_sec,measured_general_mean_travel_time_sec,stage2_on_count,stage3_on_count
CMA-ES,20260607,37,cma_r37_003_tl2_dt34_ge35_qr28_tau86,2,34,35,0.28,0.86,91.92,89.77,10.00,1.00,10:1,91.72,219.08016,311.0,91.91984,89.767017,144.583082,1,19
CMA-ES,20260607,37,cma_r37_004_tl0_dt36_ge34_qr29_tau86,0,36,34,0.29,0.86,92.92,89.32,10.00,1.00,10:1,92.59,219.08016,312.0,92.91984,89.316037,144.118902,1,19
CMA-ES,20260607,37,cma_r37_005_tl5_dt37_ge33_qr25_tau86,5,37,33,0.25,0.86,91.92,88.24,10.00,1.00,10:1,91.59,219.08016,311.0,91.91984,88.237606,143.245455,1,19
CMA-ES,20260607,37,cma_r37_006_tl0_dt37_ge32_qr26_tau86,0,37,32,0.26,0.86,114.92,87.75,10.00,1.00,10:1,112.45,219.08016,334.0,114.91984,87.754809,144.928161,1,26
CMA-ES,20260607,38,cma_r38_001_tl3_dt40_ge33_qr25_tau85,3,40,33,0.25,0.85,94.92,91.38,10.00,1.00,10:1,94.60,219.08016,314.0,94.91984,91.37841,137.076453,1,20
CMA-ES,20260607,38,cma_r38_002_tl10_dt33_ge36_qr22_tau85,10,33,36,0.22,0.85,114.92,93.02,10.00,1.00,10:1,112.93,219.08016,334.0,114.91984,93.024237,135.634483,1,21
CMA-ES,20260607,38,cma_r38_003_tl8_dt40_ge33_qr25_tau86,8,40,33,0.25,0.86,94.92,91.38,10.00,1.00,10:1,94.60,219.08016,314.0,94.91984,91.37841,137.076453,1,20
CMA-ES,20260607,38,cma_r38_004_tl9_dt36_ge34_qr27_tau86,9,36,34,0.27,0.86,92.92,89.32,10.00,1.00,10:1,92.59,219.08016,312.0,92.91984,89.316037,144.118902,1,19
CMA-ES,20260607,38,cma_r38_005_tl3_dt35_ge34_qr26_tau85,3,35,34,0.26,0.85,92.92,89.32,10.00,1.00,10:1,92.59,219.08016,312.0,92.91984,89.316037,144.118902,1,19
CMA-ES,20260607,38,cma_r38_006_tl2_dt35_ge34_qr29_tau86,2,35,34,0.29,0.86,92.92,89.32,10.00,1.00,10:1,92.59,219.08016,312.0,92.91984,89.316037,144.118902,1,19
CMA-ES,20260607,39,cma_r39_001_tl9_dt34_ge34_qr27_tau86,9,34,34,0.27,0.86,92.92,89.32,10.00,1.00,10:1,92.59,219.08016,312.0,92.91984,89.316037,144.118902,1,19
CMA-ES,20260607,39,cma_r39_002_tl4_dt34_ge34_qr30_tau86,4,34,34,0.3,0.86,92.92,89.32,10.00,1.00,10:1,92.59,219.08016,312.0,92.91984,89.316037,144.118902,1,19
CMA-ES,20260607,39,cma_r39_003_tl8_dt34_ge35_qr23_tau86,8,34,35,0.23,0.86,91.92,89.77,10.00,1.00,10:1,91.72,219.08016,311.0,91.91984,89.767017,144.583082,1,19
CMA-ES,20260607,39,cma_r39_004_tl11_dt36_ge34_qr24_tau85,11,36,34,0.24,0.85,92.92,89.32,10.00,1.00,10:1,92.59,219.08016,312.0,92.91984,89.316037,144.118902,1,19
CMA-ES,20260607,39,cma_r39_005_tl2_dt34_ge34_qr30_tau86,2,34,34,0.3,0.86,92.92,89.32,10.00,1.00,10:1,92.59,219.08016,312.0,92.91984,89.316037,144.118902,1,19
CMA-ES,20260607,39,cma_r39_006_tl8_dt32_ge35_qr25_tau86,8,32,35,0.25,0.86,91.92,89.77,10.00,1.00,10:1,91.72,219.08016,311.0,91.91984,89.767017,144.583082,1,19
CMA-ES,20260607,40,cma_r40_001_tl4_dt34_ge36_qr28_tau86,4,34,36,0.28,0.86,95.92,89.08,10.00,1.00,10:1,95.30,219.08016,315.0,95.91984,89.083562,145.902736,1,19
CMA-ES,20260607,40,cma_r40_002_tl15_dt36_ge33_qr22_tau85,15,36,33,0.22,0.85,91.92,88.09,10.00,1.00,10:1,91.57,219.08016,311.0,91.91984,88.093733,135.179054,1,19
CMA-ES,20260607,40,cma_r40_003_tl15_dt35_ge35_qr22_tau86,15,35,35,0.22,0.86,91.92,89.27,10.00,1.00,10:1,91.68,219.08016,311.0,91.91984,89.272186,135.023569,1,19
CMA-ES,20260607,40,cma_r40_004_tl12_dt35_ge34_qr23_tau84,12,35,34,0.23,0.84,92.92,89.32,10.00,1.00,10:1,92.59,219.08016,312.0,92.91984,89.316037,144.118902,1,19
CMA-ES,20260607,40,cma_r40_005_tl6_dt36_ge34_qr24_tau86,6,36,34,0.24,0.86,92.92,89.32,10.00,1.00,10:1,92.59,219.08016,312.0,92.91984,89.316037,144.118902,1,19
CMA-ES,20260607,40,cma_r40_006_tl5_dt34_ge35_qr25_tau86,5,34,35,0.25,0.86,91.92,89.77,10.00,1.00,10:1,91.72,219.08016,311.0,91.91984,89.767017,144.583082,1,19
CMA-ES,20260607,41,cma_r41_001_tl13_dt38_ge33_qr23_tau85,13,38,33,0.23,0.85,94.92,91.35,10.00,1.00,10:1,94.60,219.08016,314.0,94.91984,91.349564,137.033537,1,20
CMA-ES,20260607,41,cma_r41_002_tl19_dt39_ge33_qr19_tau84,19,39,33,0.19,0.84,94.92,91.38,10.00,1.00,10:1,94.60,219.08016,314.0,94.91984,91.37841,137.076453,1,20
CMA-ES,20260607,41,cma_r41_003_tl21_dt38_ge31_qr23_tau85,21,38,31,0.23,0.85,112.92,92.08,10.00,1.00,10:1,111.03,219.08016,332.0,112.91984,92.081682,137.387387,1,27
CMA-ES,20260607,41,cma_r41_004_tl11_dt39_ge33_qr21_tau86,11,39,33,0.21,0.86,94.92,91.38,10.00,1.00,10:1,94.60,219.08016,314.0,94.91984,91.37841,137.076453,1,20
CMA-ES,20260607,41,cma_r41_005_tl21_dt36_ge34_qr22_tau84,21,36,34,0.22,0.84,92.92,89.32,10.00,1.00,10:1,92.59,219.08016,312.0,92.91984,89.316037,144.118902,1,19
CMA-ES,20260607,41,cma_r41_006_tl22_dt36_ge34_qr18_tau84,22,36,34,0.18,0.84,92.92,89.32,10.00,1.00,10:1,92.59,219.08016,312.0,92.91984,89.316037,144.118902,1,19
CMA-ES,20260607,42,cma_r42_001_tl13_dt39_ge32_qr17_tau83,13,39,32,0.17,0.83,119.92,93.46,10.00,1.00,10:1,117.51,219.08016,339.0,119.91984,93.460608,137.242775,1,27
CMA-ES,20260607,42,cma_r42_002_tl22_dt38_ge34_qr19_tau84,22,38,34,0.19,0.84,92.92,89.24,10.00,1.00,10:1,92.59,219.08016,312.0,92.91984,89.237606,144.229607,1,19
CMA-ES,20260607,42,cma_r42_003_tl17_dt35_ge34_qr24_tau84,17,35,34,0.24,0.84,92.92,89.32,10.00,1.00,10:1,92.59,219.08016,312.0,92.91984,89.316037,144.118902,1,19
CMA-ES,20260607,42,cma_r42_004_tl17_dt37_ge33_qr27_tau85,17,37,33,0.27,0.85,91.92,88.24,10.00,1.00,10:1,91.59,219.08016,311.0,91.91984,88.237606,143.245455,1,19
CMA-ES,20260607,42,cma_r42_005_tl28_dt40_ge34_qr15_tau83,28,40,34,0.15,0.83,127.92,99.26,10.00,1.00,10:1,125.31,219.08016,347.0,127.91984,99.255332,141.071429,1,27
CMA-ES,20260607,42,cma_r42_006_tl24_dt43_ge34_qr18_tau83,24,43,34,0.18,0.83,94.92,91.63,10.00,1.00,10:1,94.62,219.08016,314.0,94.91984,91.626929,137.746711,1,21
CMA-ES,20260607,43,cma_r43_001_tl10_dt36_ge33_qr28_tau84,10,36,33,0.28,0.84,91.92,88.09,10.00,1.00,10:1,91.57,219.08016,311.0,91.91984,88.093733,135.179054,1,19
CMA-ES,20260607,43,cma_r43_002_tl24_dt40_ge35_qr22_tau84,24,40,35,0.22,0.84,92.92,92.97,10.00,1.00,10:1,92.92,219.08016,312.0,92.91984,92.972124,136.521084,1,20
CMA-ES,20260607,43,cma_r43_003_tl29_dt39_ge32_qr24_tau83,29,39,32,0.24,0.83,182.92,95.38,10.00,1.00,10:1,174.96,219.08016,402.0,182.91984,95.379776,139.540698,1,30
CMA-ES,20260607,43,cma_r43_004_tl11_dt37_ge34_qr30_tau85,11,37,34,0.3,0.85,114.92,92.27,10.00,1.00,10:1,112.86,219.08016,334.0,114.91984,92.269337,149.027638,1,22
CMA-ES,20260607,43,cma_r43_005_tl15_dt40_ge32_qr26_tau85,15,40,32,0.26,0.85,110.92,93.40,10.00,1.00,10:1,109.33,219.08016,330.0,110.91984,93.404334,137.55132,1,26
CMA-ES,20260607,43,cma_r43_006_tl13_dt34_ge34_qr29_tau85,13,34,34,0.29,0.85,92.92,89.32,10.00,1.00,10:1,92.59,219.08016,312.0,92.91984,89.316037,144.118902,1,19
CMA-ES,20260607,44,cma_r44_001_tl20_dt34_ge34_qr28_tau84,20,34,34,0.28,0.84,92.92,89.32,10.00,1.00,10:1,92.59,219.08016,312.0,92.91984,89.316037,144.118902,1,19
CMA-ES,20260607,44,cma_r44_002_tl15_dt35_ge34_qr27_tau85,15,35,34,0.27,0.85,92.92,89.32,10.00,1.00,10:1,92.59,219.08016,312.0,92.91984,89.316037,144.118902,1,19
CMA-ES,20260607,44,cma_r44_003_tl13_dt39_ge32_qr27_tau85,13,39,32,0.27,0.85,119.92,93.46,10.00,1.00,10:1,117.51,219.08016,339.0,119.91984,93.460608,137.242775,1,27
CMA-ES,20260607,44,cma_r44_004_tl10_dt41_ge31_qr29_tau84,10,41,31,0.29,0.84,155.92,89.89,10.00,1.00,10:1,149.92,219.08016,375.0,155.91984,89.892233,135.597633,1,26
CMA-ES,20260607,44,cma_r44_005_tl1_dt37_ge32_qr31_tau84,1,37,32,0.31,0.84,157.92,82.78,10.00,1.00,10:1,151.09,219.08016,377.0,157.91984,82.78089,142.392097,0,26
CMA-ES,20260607,44,cma_r44_006_tl20_dt34_ge34_qr27_tau85,20,34,34,0.27,0.85,92.92,89.32,10.00,1.00,10:1,92.59,219.08016,312.0,92.91984,89.316037,144.118902,1,19
CMA-ES,20260607,45,cma_r45_001_tl12_dt35_ge34_qr30_tau85,12,35,34,0.3,0.85,92.92,89.32,10.00,1.00,10:1,92.59,219.08016,312.0,92.91984,89.316037,144.118902,1,19
CMA-ES,20260607,45,cma_r45_002_tl24_dt36_ge35_qr26_tau84,24,36,35,0.26,0.84,91.92,89.27,10.00,1.00,10:1,91.68,219.08016,311.0,91.91984,89.272186,135.023569,1,19
CMA-ES,20260607,45,cma_r45_003_tl22_dt34_ge33_qr24_tau84,22,34,33,0.24,0.84,91.92,87.90,10.00,1.00,10:1,91.55,219.08016,311.0,91.91984,87.896633,144.667674,1,19
CMA-ES,20260607,45,cma_r45_004_tl14_dt35_ge33_qr27_tau84,14,35,33,0.27,0.84,91.92,87.90,10.00,1.00,10:1,91.55,219.08016,311.0,91.91984,87.896633,144.667674,1,19
CMA-ES,20260607,45,cma_r45_005_tl23_dt41_ge34_qr23_tau84,23,41,34,0.23,0.84,94.92,91.63,10.00,1.00,10:1,94.62,219.08016,314.0,94.91984,91.626929,137.746711,1,21
CMA-ES,20260607,45,cma_r45_006_tl15_dt32_ge34_qr29_tau85,15,32,34,0.29,0.85,93.92,89.03,10.00,1.00,10:1,93.48,219.08016,313.0,93.91984,89.032555,145.14759,1,19
CMA-ES,20260607,46,cma_r46_001_tl21_dt32_ge33_qr24_tau84,21,32,33,0.24,0.84,138.92,89.20,10.00,1.00,10:1,134.40,219.08016,358.0,138.91984,89.196814,143.070175,1,22
CMA-ES,20260607,46,cma_r46_002_tl17_dt33_ge33_qr22_tau85,17,33,33,0.22,0.85,91.92,87.90,10.00,1.00,10:1,91.55,219.08016,311.0,91.91984,87.896633,144.667674,1,19
CMA-ES,20260607,46,cma_r46_003_tl16_dt34_ge34_qr29_tau85,16,34,34,0.29,0.85,92.92,89.32,10.00,1.00,10:1,92.59,219.08016,312.0,92.91984,89.316037,144.118902,1,19
CMA-ES,20260607,46,cma_r46_004_tl17_dt33_ge31_qr23_tau85,17,33,31,0.23,0.85,138.92,93.94,10.00,1.00,10:1,134.83,219.08016,358.0,138.91984,93.936836,152.827664,1,25
CMA-ES,20260607,46,cma_r46_005_tl19_dt34_ge32_qr28_tau83,19,34,32,0.28,0.83,138.92,88.95,10.00,1.00,10:1,134.38,219.08016,358.0,138.91984,88.953264,142.095541,1,24
CMA-ES,20260607,46,cma_r46_006_tl18_dt33_ge31_qr28_tau84,18,33,31,0.28,0.84,138.92,93.94,10.00,1.00,10:1,134.83,219.08016,358.0,138.91984,93.936836,152.827664,1,25
CMA-ES,20260607,47,cma_r47_001_tl22_dt34_ge34_qr20_tau85,22,34,34,0.2,0.85,92.92,89.32,10.00,1.00,10:1,92.59,219.08016,312.0,92.91984,89.316037,144.118902,1,19
CMA-ES,20260607,47,cma_r47_002_tl26_dt35_ge35_qr23_tau84,26,35,35,0.23,0.84,91.92,89.27,10.00,1.00,10:1,91.68,219.08016,311.0,91.91984,89.272186,135.023569,1,19
CMA-ES,20260607,47,cma_r47_003_tl20_dt34_ge34_qr25_tau84,20,34,34,0.25,0.84,92.92,89.32,10.00,1.00,10:1,92.59,219.08016,312.0,92.91984,89.316037,144.118902,1,19
CMA-ES,20260607,47,cma_r47_004_tl18_dt35_ge33_qr23_tau84,18,35,33,0.23,0.84,91.92,87.90,10.00,1.00,10:1,91.55,219.08016,311.0,91.91984,87.896633,144.667674,1,19
CMA-ES,20260607,47,cma_r47_005_tl19_dt30_ge33_qr24_tau85,19,30,33,0.24,0.85,94.92,87.53,10.00,1.00,10:1,94.25,219.08016,314.0,94.91984,87.528058,134.728814,1,19
CMA-ES,20260607,47,cma_r47_006_tl12_dt33_ge34_qr25_tau85,12,33,34,0.25,0.85,94.92,89.11,10.00,1.00,10:1,94.39,219.08016,314.0,94.91984,89.106739,144.966967,1,19
CMA-ES,20260607,48,cma_r48_001_tl18_dt35_ge34_qr22_tau85,18,35,34,0.22,0.85,92.92,89.32,10.00,1.00,10:1,92.59,219.08016,312.0,92.91984,89.316037,144.118902,1,19
CMA-ES,20260607,48,cma_r48_002_tl20_dt35_ge33_qr24_tau84,20,35,33,0.24,0.84,91.92,87.90,10.00,1.00,10:1,91.55,219.08016,311.0,91.91984,87.896633,144.667674,1,19
CMA-ES,20260607,48,cma_r48_003_tl30_dt38_ge34_qr19_tau83,30,38,34,0.19,0.83,141.92,93.98,10.00,1.00,10:1,137.56,219.08016,361.0,141.91984,93.976448,146.595989,1,26
CMA-ES,20260607,48,cma_r48_004_tl20_dt36_ge33_qr21_tau84,20,36,33,0.21,0.84,91.92,88.09,10.00,1.00,10:1,91.57,219.08016,311.0,91.91984,88.093733,135.179054,1,19
CMA-ES,20260607,48,cma_r48_005_tl25_dt36_ge35_qr18_tau83,25,36,35,0.18,0.83,91.92,89.27,10.00,1.00,10:1,91.68,219.08016,311.0,91.91984,89.272186,135.023569,1,19
CMA-ES,20260607,48,cma_r48_006_tl18_dt35_ge33_qr24_tau85,18,35,33,0.24,0.85,91.92,87.90,10.00,1.00,10:1,91.55,219.08016,311.0,91.91984,87.896633,144.667674,1,19
CMA-ES,20260607,49,cma_r49_001_tl22_dt37_ge33_qr24_tau84,22,37,33,0.24,0.84,91.92,88.24,10.00,1.00,10:1,91.59,219.08016,311.0,91.91984,88.237606,143.245455,1,19
CMA-ES,20260607,49,cma_r49_002_tl22_dt33_ge33_qr25_tau84,22,33,33,0.25,0.84,91.92,87.90,10.00,1.00,10:1,91.55,219.08016,311.0,91.91984,87.896633,144.667674,1,19
CMA-ES,20260607,49,cma_r49_003_tl21_dt33_ge34_qr26_tau84,21,33,34,0.26,0.84,94.92,89.11,10.00,1.00,10:1,94.39,219.08016,314.0,94.91984,89.106739,144.966967,1,19
CMA-ES,20260607,49,cma_r49_004_tl27_dt35_ge33_qr21_tau85,27,35,33,0.21,0.85,91.92,87.90,10.00,1.00,10:1,91.55,219.08016,311.0,91.91984,87.896633,144.667674,1,19
CMA-ES,20260607,49,cma_r49_005_tl29_dt36_ge34_qr21_tau84,29,36,34,0.21,0.84,137.92,98.21,10.00,1.00,10:1,134.31,219.08016,357.0,137.91984,98.21476,155.234763,1,26
CMA-ES,20260607,49,cma_r49_006_tl22_dt35_ge34_qr22_tau84,22,35,34,0.22,0.84,92.92,89.32,10.00,1.00,10:1,92.59,219.08016,312.0,92.91984,89.316037,144.118902,1,19
CMA-ES,20260607,50,cma_r50_001_tl24_dt32_ge34_qr24_tau85,24,32,34,0.24,0.85,93.92,89.03,10.00,1.00,10:1,93.48,219.08016,313.0,93.91984,89.032555,145.14759,1,19
CMA-ES,20260607,50,cma_r50_002_tl20_dt30_ge32_qr25_tau85,20,30,32,0.25,0.85,157.92,87.74,10.00,1.00,10:1,151.54,219.08016,377.0,157.91984,87.741463,144.558209,1,22
CMA-ES,20260607,50,cma_r50_003_tl16_dt37_ge33_qr26_tau85,16,37,33,0.26,0.85,91.92,88.24,10.00,1.00,10:1,91.59,219.08016,311.0,91.91984,88.237606,143.245455,1,19
CMA-ES,20260607,50,cma_r50_004_tl23_dt35_ge33_qr24_tau84,23,35,33,0.24,0.84,91.92,87.90,10.00,1.00,10:1,91.55,219.08016,311.0,91.91984,87.896633,144.667674,1,19
CMA-ES,20260607,50,cma_r50_005_tl21_dt32_ge33_qr21_tau85,21,32,33,0.21,0.85,138.92,89.20,10.00,1.00,10:1,134.40,219.08016,358.0,138.91984,89.196814,143.070175,1,22
CMA-ES,20260607,50,cma_r50_006_tl26_dt33_ge33_qr22_tau85,26,33,33,0.22,0.85,91.92,87.90,10.00,1.00,10:1,91.55,219.08016,311.0,91.91984,87.896633,144.667674,1,19
BO,20260607,1,bo_r01_001_tl50_dt212_ge40_qr62_tau90,50,212,40,0.62,0.9,362.92,83.43,10.00,1.00,10:1,337.51,219.08016,582.0,362.91984,83.431781,169.892644,0,40
BO,20260607,1,bo_r01_002_tl80_dt143_ge18_qr17_tau79,80,143,18,0.17,0.79,384.92,84.76,10.00,1.00,10:1,357.63,219.08016,604.0,384.91984,84.757158,183.900181,1,61
BO,20260607,1,bo_r01_003_tl56_dt74_ge28_qr32_tau74,56,74,28,0.32,0.74,184.92,79.22,10.00,1.00,10:1,175.31,219.08016,404.0,184.91984,79.224479,141.263959,0,32
BO,20260607,1,bo_r01_004_tl117_dt156_ge35_qr21_tau70,117,156,35,0.21,0.7,190.92,91.92,10.00,1.00,10:1,181.92,219.08016,410.0,190.91984,91.923381,151.209719,1,31
BO,20260607,1,bo_r01_005_tl43_dt211_ge31_qr66_tau75,43,211,31,0.66,0.75,325.92,96.30,10.00,1.00,10:1,305.05,219.08016,545.0,325.91984,96.299417,156.836689,0,41
BO,20260607,1,bo_r01_006_tl77_dt210_ge17_qr42_tau85,77,210,17,0.42,0.85,285.92,86.78,10.00,1.00,10:1,267.82,219.08016,505.0,285.91984,86.782209,160.768692,0,51
BO,20260607,2,bo_r02_001_tl120_dt59_ge19_qr20_tau87,120,59,19,0.2,0.87,195.92,84.11,10.00,1.00,10:1,185.76,219.08016,415.0,195.91984,84.112833,141.147059,1,41
BO,20260607,2,bo_r02_002_tl49_dt122_ge12_qr53_tau77,49,122,12,0.53,0.77,301.92,104.94,10.00,1.00,10:1,284.01,219.08016,521.0,301.91984,104.935899,183.879496,0,65
BO,20260607,2,bo_r02_003_tl88_dt70_ge3_qr0_tau77,88,70,3,0.0,0.77,327.92,83.96,10.00,1.00,10:1,305.74,219.08016,547.0,327.91984,83.963089,167.696774,1,92
BO,20260607,2,bo_r02_004_tl73_dt1_ge22_qr10_tau87,73,1,22,0.1,0.87,262.92,100.32,10.00,1.00,10:1,248.14,219.08016,482.0,262.91984,100.315305,197.55348,1,18
BO,20260607,2,bo_r02_005_tl12_dt151_ge30_qr53_tau80,12,151,30,0.53,0.8,144.92,79.72,10.00,1.00,10:1,138.99,219.08016,364.0,144.91984,79.718783,136.204268,0,27
BO,20260607,2,bo_r02_006_tl121_dt65_ge11_qr46_tau73,121,65,11,0.46,0.73,288.92,99.75,10.00,1.00,10:1,271.72,219.08016,508.0,288.91984,99.75258,172.389722,0,63
BO,20260607,3,bo_r03_001_tl22_dt31_ge1_qr54_tau72,22,31,1,0.54,0.72,192.92,82.64,10.00,1.00,10:1,182.89,219.08016,412.0,192.91984,82.636772,163.756039,0,59
BO,20260607,3,bo_r03_002_tl55_dt52_ge38_qr75_tau71,55,52,38,0.75,0.71,165.92,83.12,10.00,1.00,10:1,158.39,219.08016,385.0,165.91984,83.115036,136.901786,0,27
BO,20260607,3,bo_r03_003_tl117_dt3_ge19_qr98_tau78,117,3,19,0.98,0.78,262.92,88.84,10.00,1.00,10:1,247.09,219.08016,482.0,262.91984,88.843703,166.205742,0,18
BO,20260607,3,bo_r03_004_tl95_dt181_ge20_qr27_tau74,95,181,20,0.27,0.74,290.92,87.14,10.00,1.00,10:1,272.39,219.08016,510.0,290.91984,87.138903,161.667453,1,52
BO,20260607,3,bo_r03_005_tl26_dt127_ge1_qr65_tau72,26,127,1,0.65,0.72,249.92,94.82,10.00,1.00,10:1,235.82,219.08016,469.0,249.91984,94.816072,171.654709,0,91
BO,20260607,3,bo_r03_006_tl55_dt176_ge38_qr40_tau85,55,176,38,0.4,0.85,264.92,89.17,10.00,1.00,10:1,248.94,219.08016,484.0,264.91984,89.167271,154.875,0,31
BO,20260607,4,bo_r04_001_tl3_dt71_ge44_qr30_tau88,3,71,44,0.3,0.88,113.92,90.96,10.00,1.00,10:1,111.83,219.08016,333.0,113.91984,90.962708,137.142857,1,22
BO,20260607,4,bo_r04_002_tl31_dt28_ge30_qr19_tau81,31,28,30,0.19,0.81,90.92,94.03,10.00,1.00,10:1,91.20,219.08016,310.0,90.91984,94.031583,150.441253,1,19
BO,20260607,4,bo_r04_003_tl68_dt239_ge1_qr84_tau82,68,239,1,0.84,0.82,325.92,95.70,10.00,1.00,10:1,304.99,219.08016,545.0,325.91984,95.699822,171.946281,0,107
BO,20260607,4,bo_r04_004_tl67_dt190_ge15_qr77_tau75,67,190,15,0.77,0.75,519.92,83.18,10.00,1.00,10:1,480.22,219.08016,739.0,519.91984,83.182375,174.513043,0,80
BO,20260607,4,bo_r04_005_tl11_dt176_ge20_qr90_tau78,11,176,20,0.9,0.78,308.92,80.54,10.00,1.00,10:1,288.16,219.08016,528.0,308.91984,80.537764,154.914027,0,48
BO,20260607,4,bo_r04_006_tl56_dt15_ge36_qr99_tau75,56,15,36,0.99,0.75,144.92,78.65,10.00,1.00,10:1,138.90,219.08016,364.0,144.91984,78.650479,137.626959,0,18
BO,20260607,5,bo_r05_001_tl50_dt39_ge28_qr38_tau70,50,39,28,0.38,0.7,137.92,81.77,10.00,1.00,10:1,132.81,219.08016,357.0,137.91984,81.765931,133.606557,0,28
BO,20260607,5,bo_r05_002_tl114_dt119_ge42_qr19_tau76,114,119,42,0.19,0.76,270.92,82.80,10.00,1.00,10:1,253.82,219.08016,490.0,270.91984,82.802654,154.412048,1,32
BO,20260607,5,bo_r05_003_tl30_dt173_ge9_qr30_tau90,30,173,9,0.3,0.9,333.92,92.86,10.00,1.00,10:1,312.00,219.08016,553.0,333.91984,92.856149,178.156371,1,71
BO,20260607,5,bo_r05_004_tl67_dt40_ge43_qr75_tau74,67,40,43,0.75,0.74,108.92,82.13,10.00,1.00,10:1,106.48,219.08016,328.0,108.91984,82.130404,145.246291,0,19
BO,20260607,5,bo_r05_005_tl20_dt219_ge38_qr92_tau78,20,219,38,0.92,0.78,203.92,81.85,10.00,1.00,10:1,192.82,219.08016,423.0,203.91984,81.850097,146.928395,0,29
BO,20260607,5,bo_r05_006_tl98_dt149_ge21_qr12_tau76,98,149,21,0.12,0.76,230.92,82.93,10.00,1.00,10:1,217.47,219.08016,450.0,230.91984,82.932908,139.647849,1,46
BO,20260607,6,bo_r06_001_tl119_dt74_ge7_qr7_tau70,119,74,7,0.07,0.7,364.92,97.15,10.00,1.00,10:1,340.58,219.08016,584.0,364.91984,97.154161,155.213508,1,86
BO,20260607,6,bo_r06_002_tl8_dt204_ge36_qr80_tau76,8,204,36,0.8,0.76,258.92,79.53,10.00,1.00,10:1,242.61,219.08016,478.0,258.91984,79.526331,171.421053,0,35
BO,20260607,6,bo_r06_003_tl28_dt22_ge33_qr35_tau76,28,22,33,0.35,0.76,145.92,75.50,10.00,1.00,10:1,139.52,219.08016,365.0,145.91984,75.504769,138.226006,0,18
BO,20260607,6,bo_r06_004_tl86_dt232_ge20_qr22_tau70,86,232,20,0.22,0.7,290.92,87.14,10.00,1.00,10:1,272.39,219.08016,510.0,290.91984,87.138903,161.667453,1,52
BO,20260607,6,bo_r06_005_tl82_dt60_ge33_qr40_tau89,82,60,33,0.4,0.89,245.92,76.56,10.00,1.00,10:1,230.52,219.08016,465.0,245.91984,76.564156,136.400531,0,33
BO,20260607,6,bo_r06_006_tl81_dt122_ge8_qr4_tau70,81,122,8,0.04,0.7,406.92,87.22,10.00,1.00,10:1,377.86,219.08016,626.0,406.91984,87.217419,173.332016,1,88
BO,20260607,7,bo_r07_001_tl58_dt81_ge42_qr4_tau82,58,81,42,0.04,0.82,198.92,89.37,10.00,1.00,10:1,188.96,219.08016,418.0,198.91984,89.365774,137.395664,1,28
BO,20260607,7,bo_r07_002_tl12_dt115_ge48_qr61_tau70,12,115,48,0.61,0.7,283.92,79.07,10.00,1.00,10:1,265.30,219.08016,503.0,283.91984,79.071331,160.896471,0,30
BO,20260607,7,bo_r07_003_tl73_dt176_ge11_qr55_tau84,73,176,11,0.55,0.84,320.92,82.28,10.00,1.00,10:1,299.23,219.08016,540.0,320.91984,82.283101,158.716102,0,67
BO,20260607,7,bo_r07_004_tl26_dt15_ge37_qr40_tau84,26,15,37,0.4,0.84,145.92,78.62,10.00,1.00,10:1,139.80,219.08016,365.0,145.91984,78.61813,137.596875,0,17
BO,20260607,7,bo_r07_005_tl106_dt115_ge29_qr23_tau87,106,115,29,0.23,0.87,224.92,88.79,10.00,1.00,10:1,212.54,219.08016,444.0,224.91984,88.785057,161.81106,1,34
BO,20260607,7,bo_r07_006_tl34_dt110_ge15_qr88_tau86,34,110,15,0.88,0.86,303.92,85.22,10.00,1.00,10:1,284.04,219.08016,523.0,303.91984,85.219195,164.983607,0,58
BO,20260607,8,bo_r08_001_tl103_dt74_ge32_qr38_tau71,103,74,32,0.38,0.71,242.92,78.20,10.00,1.00,10:1,227.95,219.08016,462.0,242.91984,78.201955,152.786957,0,36
BO,20260607,8,bo_r08_002_tl12_dt66_ge2_qr31_tau79,12,66,2,0.31,0.79,295.92,88.00,10.00,1.00,10:1,277.02,219.08016,515.0,295.91984,87.998884,167.529412,0,84
BO,20260607,8,bo_r08_003_tl52_dt209_ge43_qr9_tau88,52,209,43,0.09,0.88,209.92,83.13,10.00,1.00,10:1,198.39,219.08016,429.0,209.91984,83.133861,138.091922,1,29
BO,20260607,8,bo_r08_004_tl53_dt156_ge33_qr38_tau86,53,156,33,0.38,0.86,363.92,89.46,10.00,1.00,10:1,338.97,219.08016,583.0,363.91984,89.460827,169.606557,0,42
BO,20260607,8,bo_r08_005_tl23_dt153_ge44_qr17_tau73,23,153,44,0.17,0.73,159.92,84.98,10.00,1.00,10:1,153.11,219.08016,379.0,159.91984,84.981295,140.730159,1,28
BO,20260607,8,bo_r08_006_tl17_dt76_ge27_qr36_tau87,17,76,27,0.36,0.87,159.92,80.82,10.00,1.00,10:1,152.73,219.08016,379.0,159.91984,80.822775,147.037634,0,33
