mapwide_id,source_edge,sink_edge,route_edges,route_edge_count,depart,reason
expanded_v7_mapwide_00043,-464148430#0,-464419339#0,-464148430#0 -1144268077#1 -464154095#1 788727983 464148430#1 464148430#2 464148430#3 464154091#0 464154091#1 464154098 -447956867#6 -447956867#5 -447956867#4 -447956867#3 -447956867#2 -447956867#1 1244243645 -37401486#22 -238545096#2 -238545096#1 -238545096#0 516398275#3 516398275#4 516398275#5 516398275#6 516398275#7 516398275#8 516398275#9 908636259#0 908636259#1 908636259#3 908636259#4 908720245#0 908720245#1 1214479815 773066532#0 464233648#0 464233648#1 464233647#2 480233463#7 516388937 218923167#1 1068426572#0 1068426572#1 1424068314#2 1424068314#4 333554714#1 183272313#0 183272313#1 183272448#0 516169312#0 516169312#1 516169312#2 516169312#3 516169312#4 516169312#5 -331951643#7 331951646 -377373686#0 -331953288#1 -331953288#0 -464419339#2 -464419339#0,63,271.65,expanded_map_background_distributed_boundary
expanded_v7_mapwide_00044,420092890#0,218724603,420092890#0 381802870#0 381802870#1 870977310#0 870977310#1 37399924#8 37399924#9 37399924#10 37399924#11 218960891#0 218960891#1 218960891#2 218960891#3 218960891#4 218960891#5 218960891#6 218960891#8 218960891#9 218960891#10 218960891#11 218960891#12 218960891#13 218960891#14 -519097168#4 -519097168#2 -519097168#1 -519097168#0 -413106892 381746310 -381741957#1 781179155 97537664#1 519071257#0 1442271383 218724603,35,278.00,expanded_map_background_distributed_boundary
expanded_v7_mapwide_00045,381452120#6,782892488#2,381452120#6 -183272309#6 -183272309#4 -420319848#7 -420319848#5 -420319848#4 -420319848#3 -420319848#2 -420319848#1 -420319848#0 381452132 -420331825#4 -420331825#3 -420331825#2 -420331825#1 -420331825#0 913006754#9 1455512067 428260110 381453328#0 -381453321#4 -381453321#2 -381453321#1 381453320#1 -420348556#2 -420348556#1 -420348556#0 381453325#1 -198564928#25 -198564928#24 -198564928#21 -198564928#20 -198564928#19 -198564928#18 -198564928#17 -198564928#16 -198564928#15 -198564928#14 -198564928#13 -198564928#12 -198564928#11 -198564928#10 -198564928#8 -198564928#7 -198564928#6 -198564928#5 -198564928#4 -198564928#2 -198564928#0 198564934#0 198564934#1 913565824#1 913565824#2 782892488#2,54,284.35,expanded_map_background_distributed_boundary
expanded_v7_mapwide_00046,-198691076#2,516169308#7,-198691076#2 -198691076#1 198691079#3 198691085#0 198691085#1 198691085#2 198691085#3 198691065#1 198691065#2 383097714 1499619438#0 383097712#1 383097712#2 183272462#1 333972428#1 333972428#2 333972428#3 333972428#4 289213613#0 619342756 585341917 438360329#0 438360329#1 183272574#1 -516948900#4 -516948900#3 -516948900#2 333554715#1 531796031 -422584937#2 -422584937#1 -422584937#0 -516388934#3 475744294#1 183272449#0 183272449#1 183272449#2 183272449#3 516169308#2 516169308#3 516169308#4 516169308#5 516169308#6 516169308#7,44,290.71,expanded_map_background_distributed_boundary
expanded_v7_mapwide_00047,183521178#3,-233526454#0,183521178#3 183521178#4 183521178#5 183521178#6 183521178#7 183521178#8 183521178#9 183521195#0 183521195#1 183521195#2 183521195#3 1455546617#0 1455546617#1 1455546618#0 1455546618#1 1455546619 184083202 1455527231#0 1455527231#1 1455527231#2 1455527231#3 1455527231#4 1455527231#6 1455527231#7 1455527231#8 184083240 1458158606 517641011#0 517641011#1 517641011#2 517641011#3 517641011#4 517641011#5 -318750942#5 -318750942#3 -419750461#3 -419752064#6 -419752064#5 -419752064#4 -419752064#3 -419752064#2 -419752064#1 788674833 -419752056#0 -245063565#6 -245063565#5 -245063565#4 -245063565#3 419750460 -233526454#1 -233526454#0,51,297.06,expanded_map_background_distributed_boundary
expanded_v7_mapwide_00048,272232099#1,-419812285#0,272232099#1 272263605#0 272263605#1 272263605#2 -273639501#2 -273639501#1 -273638834#8 -273638834#6 -273638834#5 -273638834#4 -273638834#3 -273638834#2 -273638834#1 219696192#0 219696192#1 219696192#3 219696192#4 219696192#5 219696192#6 219696192#7 219696192#9 824132484#1 824132486 420383141#0 420383141#1 -506162633 517641026#0 517641026#1 517641026#2 517641026#3 -180190213#11 -233651332#3 233651294#0 233651294#1 233651294#2 233651294#3 -419812286#7 233651265 329261473#0 -184445043#0 -419812286#5 -419812286#4 -419812286#3 -419812286#2 -419812286#1 -419812286#0 -419812287#0 -419812285#0,48,303.41,expanded_map_background_distributed_boundary
expanded_v7_mapwide_00049,37400087#2,-273647557,37400087#2 176728954 493183992#3 -1424068313#5 -1424068313#4 -1424068313#3 -1424068313#2 -1424068313#1 176728952#0 176728952#1 176728952#2 176728952#3 183272613#0 183272613#1 899373686#6 619147734 198566324#0 919984684 619147730#3 1499619449#0 1499619449#1 1499619449#2 1499619448 1499619447#0 1499619447#1 383097727#0 383097727#1 -383097714 383097722#0 781985788#0 781985786#1 781985786#2 781985786#3 781985786#4 781985786#5 781985786#6 781985786#7 781985786#8 781985784 781985783 781985779#0 781985779#1 781985792#0 781985792#1 781985792#2 781985792#3 273638834#1 273638834#2 273638834#3 273638834#4 273638834#5 273638834#6 273638834#8 223418965#3 223418965#4 223418965#6 223418965#7 223418965#8 223418965#9 223418965#10 223418965#11 223418965#12 223418965#13 223418965#14 273647556#1 -273647557,66,309.76,expanded_map_background_distributed_boundary
expanded_v7_mapwide_00050,-239357573#20,-1004836024,-239357573#20 -239357573#19 381458581#1 381458607 -381458587#0 381458592#2 381458600#0 381458600#1 -218681380#1 -218681380#0 -520307305#4 -520307305#3 -520307305#2 -520307305#1 -520307305#0 -37928420#2 -37928420#1 -37928420#0 218662402#0 218662402#1 520307306 913009311 1126339777#0 1126339777#1 -420331831 117914348#0 117914348#1 117914351#0 117914351#2 -420331825#0 913006754#9 1455512067 428260110 381453328#0 -381453321#4 -381453321#2 -381453321#1 381453320#1 -420348556#2 -420348556#1 -420348556#0 381453325#1 -198564928#25 -198564928#24 -198564928#21 -198564928#20 -198564928#19 -198564928#18 -198564928#17 -198564928#16 -198564928#15 -198564928#14 -198564928#13 -198564928#12 -117914848#7 -381456441 -170403787#0 -170403779 219696192#9 824132484#1 824132486 420383141#0 420383141#1 -506162633 1212424791#0 1212424791#1 1212424791#2 1212424791#3 1212424791#4 1212424791#5 1212424791#6 1212424791#7 1212424791#8 908694579 656122981#0 656122981#1 656122981#2 -1004836024,78,316.12,expanded_map_background_distributed_boundary
expanded_v7_mapwide_00051,-376666930#2,1495080554#3,-376666930#2 -376666930#1 -376666932#3 -376666932#2 -376666932#1 -376666932#0 468168887#2 468168887#3 468168887#4 -526967879#3 -526967879#2 -526967879#1 -526967879#0 -37403484#5 464656382#0 464656382#1 464656382#2 464656383#0 464656383#2 464656383#3 -326189552#3 404539446#0 404539446#1 404539446#2 404539446#3 1495080554#2 1495080554#3,27,322.47,expanded_map_background_distributed_boundary
expanded_v7_mapwide_00052,381452132,420187963#0,381452132 -913009312#4 -913009312#3 -913009312#2 -913009312#1 -913009311 -520307306 -218662402#1 -218662402#0 37928420#0 37928420#1 37928420#2 520307305#0 520307305#1 520307305#2 520307305#3 520307305#4 520307305#5 218681380#1 -381458600#1 -381458600#0 -381458592#2 -381458592#1 -381458592#0 420187963#0,25,327.39,expanded_map_background_distributed_boundary
expanded_v7_mapwide_00053,228795463#4,381447829#0,228795463#4 198564928#10 198564928#11 198564928#12 198564928#13 198564928#14 198564928#15 198564928#16 198564928#17 198564928#18 198564928#19 198564928#20 198564928#21 198564928#24 198564928#25 198564928#26 198564928#27 198564928#28 -1455518728 -428260116#1 -428260116#0 -1455512067 -913006754#9 420331825#0 420331825#1 420331825#2 420331825#3 420331825#4 381447829#0,29,333.75,expanded_map_background_distributed_boundary
expanded_v7_mapwide_00054,-243542155#0,-381453329,-243542155#0 -243542154#3 -243542154#2 464461055 -243542154#0 921117704#1 1467498054 781985786#1 781985786#2 781985786#3 781985786#4 781985786#5 781985786#6 781985786#7 781985786#8 781985784 781985783 781985779#0 781985779#1 781985792#0 781985792#1 781985792#2 781985792#3 219696192#0 219696192#1 219696192#3 219696192#4 -228795471 -470453019#7 -470453019#6 -470453019#5 -470453019#4 -470453019#0 -420383160#0 198564928#12 198564928#13 198564928#14 198564928#15 198564928#16 198564928#17 198564928#18 198564928#19 198564928#20 198564928#21 198564928#24 198564928#25 -381453325#1 -420348560 -381453326#2 -381453326#1 -381453329,51,340.10,expanded_map_background_distributed_boundary
expanded_v7_mapwide_00055,1207199730#2,-348626442,1207199730#2 1207199730#3 170403826#0 170403826#1 170403826#2 170403826#3 37400684#1 37400684#2 37400684#3 732213462 620634300 1212424784 218769254#0 218769254#1 218769254#2 218769254#3 218769254#4 1456115797#0 184083252 218923184 1456115805 1381133418 117784417#2 117784417#3 -420348553 -117784415 117784421#2 117784421#3 117784421#4 198564928#28 -1455518728 -348626442,32,346.45,expanded_map_background_distributed_boundary
expanded_v7_mapwide_00056,-404539453#2,413953596#2,-404539453#2 -404539453#1 464656381#1 464656381#3 464656381#4 464656381#5 464656381#7 -464770435#2 -464770436 464770438#1 464770438#2 464770438#3 -464770442#0 351672094#2 351672094#3 464770443 464770445#1 1506939325#6 1506939325#7 1379887973#1 1339697074#1 244399270 37399713#1 37399713#2 37399713#3 244399271#1 773060731 -775222468#16 -775222468#15 -775222468#14 -775222468#13 -775222468#12 -775222468#11 -775222468#9 -775222468#8 -775222468#7 -775222468#6 -772873181#0 -273028084#9 -273028084#7 -273028084#6 -273028084#5 -273028084#4 -273028084#2 -273028084#1 -273028084#0 -913570918 273024752 781985786#6 781985786#7 781985786#8 1109231376 783692390#0 783692390#1 413953596#2,55,352.81,expanded_map_background_distributed_boundary
expanded_v7_mapwide_00057,-381730906,-920025286,-381730906 779239890 381730914#2 -381730893#1 -381730893#0 -381730908#5 -381730908#3 -381730908#2 -420108609#4 -420108609#3 -420108609#2 -420108609#1 -381730930#3 -381730930#1 -381730930#0 -83339285#5 -83339285#4 -83339285#3 -83339285#2 -83339285#1 -83339285#0 -381737978#2 381746718 420097207 420097198#1 -381746452#3 -381746452#2 340373565#6 340373565#7 340373565#8 340373565#9 -420103660#1 -420103660#0 -920025286,34,359.16,expanded_map_background_distributed_boundary
expanded_v7_mapwide_00058,223418965#9,-420187960#0,223418965#9 272232099#1 272263605#0 272263605#1 272263605#2 -273639055#6 -273639055#5 -273639055#4 -273639055#3 -273639055#2 -273639055#0 785130598#7 785130598#8 1455497343#0 785130601#1 785130602#1 272228339#0 272228339#1 272228339#2 272228339#3 272229587#5 268782329#0 268782329#1 268782233#2 268782233#3 268782233#4 268782233#5 -913006754#4 -381447823#1 -381447823#0 -913006754#1 -913006754#0 -913006753 -37403487#0 37928420#0 37928420#1 37928420#2 520307305#0 520307305#1 520307305#2 520307305#3 520307305#4 520307305#5 218681380#1 218681380#2 218681380#3 218681380#4 218681380#5 381458583#0 381458583#1 381458583#2 381458583#5 381458583#6 -420309398#1 239357571#0 381570313 -420187960#0,57,365.51,expanded_map_background_distributed_boundary
expanded_v7_mapwide_00059,1458158609,-381452134,1458158609 1458158608 1458158607 517641007 1458158597 219745508 1458158602 37400684#0 37400684#1 37400684#2 37400684#3 732213462 620634300 1212424784 218769254#0 218769254#1 218769254#2 218769254#3 218769254#4 1456115797#0 184083252 218923184 1456115805 1381133418 -1455524947#2 -1455524947#1 -1455524947#0 -117784416 913841953#0 913841953#2 -591142208#0 327035699#0 327035699#1 327035702#1 327035702#2 327035702#3 327035702#4 327035702#5 327035700#1 1455518729#2 1455518729#4 1455518729#5 1455518729#6 1455518729#7 183272587 -218773868#0 -913009312#10 -913009312#9 381452122#3 -381452175#3 -420319847 -381452149#0 381452160#1 381452160#2 -381452180#1 -381452134,56,371.86,expanded_map_background_distributed_boundary
expanded_v7_mapwide_00060,420331831,420078499#1,420331831 -1126339777#1 -1126339777#0 913009312#1 913009312#2 913009312#3 913009312#4 913009312#5 913009312#6 913009312#7 913009312#8 913009312#9 913009312#10 -180368918#8 -180368918#7 -180368918#6 -180368918#5 -180368918#3 -180368918#0 -800229255 -578313748#2 -578313748#0 174870621#0 174870621#2 174870621#4 174870621#5 174870621#6 174870621#7 174870621#8 174870621#9 174870621#10 218684411#0 218684411#1 218684411#2 218684411#3 218684411#4 218684411#5 218684411#6 218684411#7 -381807695#0 420080607#1 229028006#2 229028006#4 229028006#5 229028006#6 229028006#8 229028006#9 229028006#10 229028006#11 229028006#12 381809117#0 381809117#1 381809117#2 381809117#3 381809117#4 381809117#5 381809117#6 381809117#7 420078497#3 420078497#4 420078497#5 420078499#1,62,378.22,expanded_map_background_distributed_boundary
expanded_v7_mapwide_00061,416175113,788674849,416175113 229028022#3 229028022#4 229028022#5 229028022#6 180192153#6 180192153#7 180192153#8 180192153#9 180192153#10 180192153#11 180192153#12 180192150 517323577#0 517323577#1 1455543605 1455543604 1455543603 1455543602 1455543601 1455543599 1455543598 1455543596 1455543595 229027560#0 229027560#1 229027560#2 788674849,28,384.57,expanded_map_background_distributed_boundary
expanded_v7_mapwide_00062,-821107999#1,-464154090,-821107999#1 899373686#4 899373686#5 -183272613#1 -183272613#0 -176728952#3 -176728952#2 -176728952#1 -821108007 176728955#8 -480233462#1 -480233462#0 480233463#0 480233463#1 480233463#2 480233463#3 516948898#8 516948898#9 516948898#10 516948898#11 1214479816#0 1214479816#1 1214479816#2 1214479816#3 1214479816#4 1214479811 1392913187#0 1392913187#1 1392913188 1392913189 1392913190 1392913191 238545096#0 238545096#1 238545096#2 37401486#22 -1244243646#0 447956867#1 447956867#2 464154085#0 464154085#1 464154087#0 464154089#0 -464154090,44,390.92,expanded_map_background_distributed_boundary
expanded_v7_mapwide_00063,379584855#2,-1054180193#0,379584855#2 -416206250#2 -416206250#1 -416206250#0 -379584836 -1455241698#1 -263590234 1455241701#0 183521053#0 183521053#1 1455185840#2 1455185840#4 1455210367#1 1455210363#0 1455210370 1455210361#0 1455210361#1 1455210361#2 1455210361#3 1455210357 1455210358 1455210359 899856672#0 899856672#1 -229028000#11 -381809121#1 -381809121#0 -229028024#3 -229028024#1 -229028024#0 899856672#3 899856672#4 218781562#1 899499299 899499300 899499301#0 899499301#3 908057245 899499302 -519060520#0 -899499304#1 -899499304#0 -519060521 -922996665#4 -922996665#2 -922996665#1 -922996665#0 -922996664 -922996666 -1102479447#1 -1102479447#0 -519068801#5 -519068801#4 -519068801#3 -519068801#2 -519068801#1 -519068801#0 -37400351#3 -37400351#2 381793820#0 381793828#0 779239885 -37400351#0 -911525664#1 -379966003#2 -379966003#1 -379966003#0 519060519#0 519060519#1 519060519#2 519060519#3 913954388#1 -1054180193#0,73,397.28,expanded_map_background_distributed_boundary
expanded_v7_mapwide_00064,381570309#3,377333844,381570309#3 420310508#4 381570303#3 381570303#4 420309398#0 420309398#1 -381458583#6 -381458583#5 381458593 -218910324#3 -519097167#1 -519097167#0 -381741961#1 -381741961#0 -413106892 381746310 -381741957#1 -381741957#0 519097163#0 519097163#1 519097163#2 -1392679411 219076111#0 219076111#1 219076111#2 219076111#3 582839862#0 582839862#1 377333811#0 377333844,30,403.63,expanded_map_background_distributed_boundary
expanded_v7_mapwide_00065,620604513#0,117784411#1,620604513#0 395466460#0 395466460#1 395466460#2 620604512#0 620604512#1 620604512#2 620604512#3 1378880611 464233647#1 -464233648#1 -464233648#0 773066532#1 516388936#3 516388936#4 480233462#0 480233462#1 480233462#3 1424068313#1 1424068313#2 1424068313#3 1424068313#4 1424068313#5 619147731 539136610#0 908622900#0 908622900#1 -198564935#3 -198564935#2 -198564935#0 198564933 198564930 218923160#0 218923160#1 218923160#2 218923160#3 218923160#4 219096264 198564925#0 198564925#1 198564925#2 198564925#3 198564925#4 198564925#5 782892488#2 782892488#3 782892488#4 782892488#5 184083183#0 184083183#1 184083183#2 184083183#3 184083183#4 184083183#5 184083183#6 218923184 1456115805 1381133418 117784417#2 117784417#3 -420348553 117784418#2 117784411#1,63,408.55,expanded_map_background_distributed_boundary
expanded_v7_mapwide_00066,-37400066#0,1455524947#1,-37400066#0 -83339285#5 -83339285#4 -83339285#3 -83339285#2 -83339285#1 -83339285#0 -381737978#2 381746718 -381746720 -381746719 -340373565#3 -340373565#2 -340373565#1 420097204#1 381746717 -218960895#1 -218960895#0 -183272309#13 -183272309#12 -183272309#10 -183272309#9 -183272309#8 -183272309#7 -183272309#6 -183272309#4 -420319848#7 -420319848#5 -420319848#4 -420319848#3 -420319848#2 381452175#0 381452175#1 381452175#2 381452175#3 -381452122#3 913009312#9 913009312#10 -218923171#5 183272621 -1455518729#7 -1455518729#6 -1455518729#5 -1455518729#4 -1455518729#2 -327035700#1 -327035700#0 591142225#0 591142225#1 1455518727#1 1455518727#2 117784416 1455524947#0 1455524947#1,54,414.91,expanded_map_background_distributed_boundary
expanded_v7_mapwide_00067,379598611#1,-318883568,379598611#1 703307925 -310911143#1 -310911143#0 -310909619#2 -310909619#1 -379598675 416209832 -379598702#0 -703247074#1 -703247074#0 -379584848#4 -379584827#1 379584843 -379584835#4 -379584861#0 -416206250#0 -379584836 -1455241698#1 -263590234 1455241701#0 1455241701#1 1455240793#0 1455240793#1 1455240793#2 1455240793#3 1455240793#4 183521201#1 379589803#0 379589803#1 379589801#0 379589801#1 379589801#2 379589801#3 -318883568,35,421.26,expanded_map_background_distributed_boundary
expanded_v7_mapwide_00068,381807723#0,-229028339#1,381807723#0 381807723#2 788411960#0 788411960#1 788411960#2 788411960#3 788411961#0 -420078498#4 -420078498#3 -420078498#2 -420078498#1 229028334#5 229028334#6 420078497#3 420078497#4 420078497#5 -229028339#1,17,427.61,expanded_map_background_distributed_boundary
expanded_v7_mapwide_00069,420097199#0,908694578#3,420097199#0 -381746721 -420097197#0 -381746452#3 -381746452#2 -381746452#1 -381746452#0 -218960891#3 -381452099 -381452140#0 381452120#3 381452120#5 381452120#6 -183272309#6 -183272309#4 -420319848#7 -420319848#5 -420319848#4 -420319848#3 -420319848#2 -420319848#1 -420319848#0 381452132 -420331825#4 -420331825#3 -420331825#2 -420331825#1 -420331825#0 913006754#9 1455512067 428260110 381453328#0 -381453321#4 -381453321#2 -381453321#1 381453320#1 -420348556#2 -420348556#1 -420348556#0 381453325#1 -198564928#25 -198564928#24 -198564928#21 -198564928#20 -198564928#19 -198564928#18 -198564928#17 -198564928#16 -198564928#15 -198564928#14 -198564928#13 -198564928#12 -198564928#11 -198564928#10 -198564928#8 -198564928#7 -198564928#6 -198564928#5 1205679418#11 1205679418#12 1205679418#14 329995230#0 228795478#0 228795478#1 228795478#2 913565824#9 913565824#10 913565824#11 908694578#0 908694578#1 908694578#2 908694578#3,72,433.96,expanded_map_background_distributed_boundary
