method,seed,round,round_theta_index,theta_per_round,parameter_id,t_lead,delta_T_thr,G_ext,Q_ratio,tau,D_E_sec,D_G_sec,score,best_so_far,penalty,final_status,failure_reason,termination_reason,emergency_arrived,emergency_teleport,background_teleported,signal_event_count,stage2_hold_count,stage3_preemption_count,surrogate_mean,surrogate_ci_low,surrogate_ci_high,raw_ei_acquisition,acquisition,bo_selection_strategy,bo_candidate_source,bo_plateau_mode,essi_acquisition,essi_1,essi_2,essi_3,essi_4,essi_5,essi_6,essi_max,essi_mean,essi_log_max,dominant_essi_subspace,spatial_activation_score
BO,20260607,16,4,6,bo_r16_004_tl55_dt36_ge41_qr80_tau73,55,36,41,0.8,0.73,0.00,496.63,1000045.15,245.52,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,2511,1,17,232.46,138.13,326.78,25.78,25.68,ei,,,19.78,5.94,3.96,4.93,3.97,19.78,7.97,19.78,7.76,2.98462600,5,0.767156
BO,20260607,16,5,6,bo_r16_005_tl38_dt30_ge40_qr100_tau74,38,30,40,1.0,0.74,0.00,499.73,1000045.43,245.52,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,2696,0,17,225.04,179.70,270.37,22.00,21.92,ei,,,17.43,4.80,3.28,4.19,3.45,17.43,7.23,17.43,6.73,2.85831904,5,0.792393
BO,20260607,16,6,6,bo_r16_006_tl62_dt32_ge41_qr85_tau76,62,32,41,0.85,0.76,0.00,502.81,1000045.71,245.52,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,2541,1,16,227.50,172.26,282.73,21.69,21.62,ei,,,17.93,5.42,3.63,4.46,3.66,17.93,7.36,17.93,7.08,2.88626530,5,0.826598
BO,20260607,17,1,6,bo_r17_001_tl41_dt33_ge40_qr92_tau71,41,33,40,0.92,0.71,0.00,490.34,1000044.58,245.52,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,2805,0,19,220.03,151.44,288.61,29.43,29.30,ei,,,21.93,6.21,4.20,5.36,4.32,21.93,8.88,21.93,8.48,3.08771710,5,0.745014
BO,20260607,17,2,6,bo_r17_002_tl48_dt36_ge40_qr81_tau77,48,36,40,0.81,0.77,0.00,502.50,1000045.68,245.52,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,2190,1,19,230.80,129.28,332.33,28.20,28.10,ei,,,22.47,6.47,4.38,5.50,4.50,22.47,9.24,22.47,8.76,3.11232670,5,0.797025
BO,20260607,17,3,6,bo_r17_003_tl55_dt37_ge41_qr100_tau79,55,37,41,1.0,0.79,0.00,499.89,1000045.44,245.52,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,2287,0,19,230.34,131.10,329.58,28.03,27.97,ei,,,24.69,7.13,4.85,5.99,5.03,24.69,10.43,24.69,9.69,3.20639555,5,0.880866
BO,20260607,17,4,6,bo_r17_004_tl47_dt32_ge40_qr87_tau76,47,32,40,0.87,0.76,0.00,500.24,1000045.48,245.52,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,2676,1,16,220.70,161.57,279.83,27.45,27.36,ei,,,21.95,6.29,4.26,5.36,4.39,21.95,9.05,21.95,8.55,3.08888853,5,0.799688
BO,20260607,17,5,6,bo_r17_005_tl32_dt39_ge40_qr88_tau73,32,39,40,0.88,0.73,0.00,502.50,1000045.68,245.52,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,2101,1,19,242.05,116.46,367.64,26.78,26.65,ei,,,19.78,5.38,3.67,4.77,3.85,19.78,8.06,19.78,7.58,2.98451401,5,0.738597
BO,20260607,17,6,6,bo_r17_006_tl56_dt39_ge41_qr95_tau75,56,39,41,0.95,0.75,0.00,493.72,1000044.88,245.52,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,2363,0,19,239.11,121.70,356.52,26.66,26.58,ei,,,22.02,6.49,4.37,5.42,4.46,22.02,9.10,22.02,8.64,3.09209900,5,0.826183
BO,20260607,18,1,6,bo_r18_001_tl48_dt36_ge40_qr100_tau72,48,36,40,1.0,0.72,0.00,491.08,1000044.64,245.52,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,2466,0,20,227.85,128.39,327.32,29.61,29.50,ei,,,23.32,6.71,4.54,5.71,4.66,23.32,9.56,23.32,9.08,3.14944071,5,0.787625
BO,20260607,18,2,6,bo_r18_002_tl29_dt38_ge40_qr89_tau78,29,38,40,0.89,0.78,0.00,502.50,1000045.68,245.52,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,2130,1,19,236.81,119.45,354.17,27.90,27.80,ei,,,22.06,5.84,4.04,5.23,4.32,22.06,9.22,22.06,8.45,3.09356423,5,0.790596
BO,20260607,18,3,6,bo_r18_003_tl51_dt38_ge41_qr96_tau76,51,38,41,0.96,0.76,0.00,493.72,1000044.88,245.52,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,2408,0,19,234.03,125.77,342.29,27.63,27.55,ei,,,22.95,6.62,4.48,5.59,4.63,22.95,9.54,22.95,8.97,3.13311028,5,0.830387
BO,20260607,18,4,6,bo_r18_004_tl55_dt33_ge40_qr79_tau77,55,33,40,0.79,0.77,0.00,498.54,1000045.32,245.52,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,2418,1,16,225.05,149.06,301.04,27.05,26.96,ei,,,21.82,6.45,4.34,5.39,4.41,21.82,8.95,21.82,8.56,3.08264835,5,0.806377
BO,20260607,18,5,6,bo_r18_005_tl38_dt32_ge41_qr99_tau74,38,32,41,0.99,0.74,0.00,495.78,1000045.07,245.52,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,2907,0,18,223.57,170.36,276.79,24.31,24.23,ei,,,19.27,5.32,3.64,4.64,3.82,19.27,7.99,19.27,7.45,2.95872184,5,0.792663
BO,20260607,18,6,6,bo_r18_006_tl61_dt41_ge40_qr88_tau78,61,41,40,0.88,0.78,0.00,496.97,1000045.18,245.52,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,1693,1,21,253.96,113.25,394.67,24.13,24.07,ei,,,20.46,6.10,4.10,5.04,4.18,20.46,8.49,20.46,8.06,3.01866720,5,0.848039
BO,20260607,19,1,6,bo_r19_001_tl38_dt35_ge40_qr95_tau79,38,35,40,0.95,0.79,0.00,490.65,1000044.60,245.52,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,2464,0,20,224.14,135.13,313.15,30.05,29.96,ei,,,25.06,6.84,4.70,5.97,4.99,25.06,10.56,25.06,9.69,3.22116298,5,0.833942
BO,20260607,19,2,6,bo_r19_002_tl49_dt35_ge40_qr96_tau78,49,35,40,0.96,0.78,0.00,490.65,1000044.60,245.52,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,2464,0,20,224.26,135.72,312.79,29.88,29.80,ei,,,25.29,7.20,4.90,6.12,5.10,25.29,10.60,25.29,9.87,3.23029884,5,0.846213
BO,20260607,19,3,6,bo_r19_003_tl55_dt36_ge40_qr86_tau70,55,36,40,0.86,0.7,0.00,502.50,1000045.68,245.52,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,2190,1,19,228.58,129.23,327.94,29.13,29.00,ei,,,21.71,6.54,4.36,5.44,4.34,21.71,8.66,21.71,8.51,3.07788776,5,0.745306
BO,20260607,19,4,6,bo_r19_004_tl96_dt36_ge40_qr100_tau80,96,36,40,1.0,0.8,0.00,491.08,1000044.64,245.52,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,2466,0,20,233.15,128.88,337.41,27.35,27.33,ei,,,26.43,8.54,5.67,6.66,5.61,26.43,11.11,26.43,10.67,3.27468191,5,0.966696
BO,20260607,19,5,6,bo_r19_005_tl100_dt34_ge40_qr88_tau80,100,34,40,0.88,0.8,0.00,502.44,1000045.68,245.52,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,2244,1,17,228.99,139.57,318.40,26.96,26.94,ei,,,25.51,8.42,5.55,6.50,5.43,25.51,10.61,25.51,10.34,3.23897545,5,0.946066
