input_method,input_seed,input_round,input_parameter_id,input_t_lead,input_delta_T_thr,input_G_ext,input_Q_ratio,input_tau,output_delay_A_sec,output_delay_N_sec,weight_A,weight_N,weight_ratio,score,measured_T_free_EMV_sec,measured_T_actual_EMV_sec,measured_d_EMV_sec,measured_d_veh_sec,measured_general_mean_travel_time_sec,stage2_on_count,stage3_on_count
CMA-ES,20260607,45,cma_r45_006_tl30_dt33_ge27_qr9_tau84,30,33,27,0.09,0.84,92.92,87.84,10.00,1.00,10:1,92.46,219.08016,312.0,92.91984,87.840844,144.856287,1,21
CMA-ES,20260607,46,cma_r46_001_tl37_dt23_ge27_qr16_tau83,37,23,27,0.16,0.83,144.92,82.12,10.00,1.00,10:1,139.21,219.08016,364.0,144.91984,82.120269,145.873112,1,22
CMA-ES,20260607,46,cma_r46_002_tl22_dt26_ge25_qr5_tau84,22,26,25,0.05,0.84,145.92,82.90,10.00,1.00,10:1,140.19,219.08016,365.0,145.91984,82.898073,144.082317,1,25
CMA-ES,20260607,46,cma_r46_003_tl15_dt35_ge26_qr17_tau83,15,35,26,0.17,0.83,138.92,88.50,10.00,1.00,10:1,134.34,219.08016,358.0,138.91984,88.499163,142.674847,1,27
CMA-ES,20260607,46,cma_r46_004_tl27_dt28_ge25_qr8_tau83,27,28,25,0.08,0.83,145.92,87.34,10.00,1.00,10:1,140.59,219.08016,365.0,145.91984,87.341632,145.310627,1,25
CMA-ES,20260607,46,cma_r46_005_tl33_dt32_ge27_qr21_tau81,33,32,27,0.21,0.81,91.92,88.32,10.00,1.00,10:1,91.59,219.08016,311.0,91.91984,88.323817,145.498489,1,21
CMA-ES,20260607,46,cma_r46_006_tl27_dt31_ge26_qr15_tau81,27,31,26,0.15,0.81,137.92,88.49,10.00,1.00,10:1,133.43,219.08016,357.0,137.91984,88.489817,141.786585,1,25
CMA-ES,20260607,47,cma_r47_001_tl46_dt26_ge28_qr15_tau82,46,26,28,0.15,0.82,92.92,82.26,10.00,1.00,10:1,91.95,219.08016,312.0,92.91984,82.258428,148.937126,1,18
CMA-ES,20260607,47,cma_r47_002_tl61_dt29_ge31_qr20_tau80,61,29,31,0.2,0.8,144.92,89.17,10.00,1.00,10:1,139.85,219.08016,364.0,144.91984,89.168461,143.835404,1,24
CMA-ES,20260607,47,cma_r47_003_tl42_dt31_ge28_qr21_tau81,42,31,28,0.21,0.81,144.92,88.45,10.00,1.00,10:1,139.79,219.08016,364.0,144.91984,88.445137,142.182099,1,24
CMA-ES,20260607,47,cma_r47_004_tl40_dt25_ge26_qr22_tau81,40,25,26,0.22,0.81,90.92,81.45,10.00,1.00,10:1,90.06,219.08016,310.0,90.91984,81.454356,138.564935,1,19
CMA-ES,20260607,47,cma_r47_005_tl34_dt37_ge28_qr20_tau82,34,37,28,0.2,0.82,162.92,90.93,10.00,1.00,10:1,156.38,219.08016,382.0,162.91984,90.932813,145.217765,1,30
CMA-ES,20260607,47,cma_r47_006_tl23_dt32_ge22_qr19_tau80,23,32,22,0.19,0.8,144.92,88.14,10.00,1.00,10:1,139.76,219.08016,364.0,144.91984,88.144273,142.367925,1,25
CMA-ES,20260607,48,cma_r48_001_tl33_dt30_ge26_qr17_tau81,33,30,26,0.17,0.81,138.92,90.34,10.00,1.00,10:1,134.50,219.08016,358.0,138.91984,90.335805,147.467647,1,25
CMA-ES,20260607,48,cma_r48_002_tl42_dt23_ge25_qr23_tau81,42,23,25,0.23,0.81,165.92,82.93,10.00,1.00,10:1,158.38,219.08016,385.0,165.91984,82.928077,147.208092,1,25
CMA-ES,20260607,48,cma_r48_003_tl65_dt28_ge34_qr20_tau82,65,28,34,0.2,0.82,90.92,92.77,10.00,1.00,10:1,91.09,219.08016,310.0,90.91984,92.767744,152.148825,1,19
CMA-ES,20260607,48,cma_r48_004_tl38_dt28_ge28_qr22_tau82,38,28,28,0.22,0.82,91.92,91.89,10.00,1.00,10:1,91.92,219.08016,311.0,91.91984,91.890729,150.496021,1,20
CMA-ES,20260607,48,cma_r48_005_tl54_dt30_ge34_qr18_tau81,54,30,34,0.18,0.81,94.92,87.48,10.00,1.00,10:1,94.24,219.08016,314.0,94.91984,87.479038,134.715254,1,19
CMA-ES,20260607,48,cma_r48_006_tl31_dt27_ge23_qr19_tau82,31,27,23,0.19,0.82,145.92,81.93,10.00,1.00,10:1,140.10,219.08016,365.0,145.91984,81.92585,144.8429,1,25
CMA-ES,20260607,49,cma_r49_001_tl66_dt25_ge35_qr14_tau83,66,25,35,0.14,0.83,94.92,81.71,10.00,1.00,10:1,93.72,219.08016,314.0,94.91984,81.710543,147.763473,1,17
CMA-ES,20260607,49,cma_r49_002_tl68_dt32_ge31_qr17_tau82,68,32,31,0.17,0.82,93.92,88.32,10.00,1.00,10:1,93.41,219.08016,313.0,93.91984,88.323733,135.417508,1,20
CMA-ES,20260607,49,cma_r49_003_tl63_dt26_ge28_qr21_tau82,63,26,28,0.21,0.82,92.92,82.26,10.00,1.00,10:1,91.95,219.08016,312.0,92.91984,82.258428,148.937126,1,18
CMA-ES,20260607,49,cma_r49_004_tl81_dt24_ge34_qr33_tau80,81,24,34,0.33,0.8,190.92,85.87,10.00,1.00,10:1,181.37,219.08016,410.0,190.91984,85.8742,152.118557,0,24
CMA-ES,20260607,49,cma_r49_005_tl89_dt21_ge38_qr27_tau82,89,21,38,0.27,0.82,138.92,84.58,10.00,1.00,10:1,133.98,219.08016,358.0,138.91984,84.576535,141.0,1,17
CMA-ES,20260607,49,cma_r49_006_tl66_dt27_ge36_qr24_tau82,66,27,36,0.24,0.82,93.92,82.40,10.00,1.00,10:1,92.87,219.08016,313.0,93.91984,82.396141,145.717391,1,17
CMA-ES,20260607,50,cma_r50_001_tl64_dt29_ge30_qr28_tau83,64,29,30,0.28,0.83,145.92,88.68,10.00,1.00,10:1,140.72,219.08016,365.0,145.91984,88.683232,142.890244,1,24
CMA-ES,20260607,50,cma_r50_002_tl49_dt37_ge26_qr30_tau80,49,37,26,0.3,0.8,107.92,87.54,10.00,1.00,10:1,106.07,219.08016,327.0,107.91984,87.539118,136.997015,1,29
CMA-ES,20260607,50,cma_r50_003_tl31_dt19_ge23_qr28_tau81,31,19,23,0.28,0.81,137.92,93.11,10.00,1.00,10:1,133.85,219.08016,357.0,137.91984,93.108546,159.380597,1,19
CMA-ES,20260607,50,cma_r50_004_tl62_dt26_ge31_qr20_tau82,62,26,31,0.2,0.82,92.92,82.29,10.00,1.00,10:1,91.95,219.08016,312.0,92.91984,82.28673,148.496988,1,18
CMA-ES,20260607,50,cma_r50_005_tl61_dt25_ge21_qr29_tau82,61,25,21,0.29,0.82,137.92,82.97,10.00,1.00,10:1,132.92,219.08016,357.0,137.91984,82.967332,138.453674,1,26
CMA-ES,20260607,50,cma_r50_006_tl76_dt24_ge31_qr26_tau82,76,24,31,0.26,0.82,144.92,83.43,10.00,1.00,10:1,139.33,219.08016,364.0,144.91984,83.430916,145.164134,1,19
BO,20260607,1,bo_r01_001_tl50_dt212_ge40_qr62_tau90,50,212,40,0.62,0.9,362.92,83.43,10.00,1.00,10:1,337.51,,,362.92,83.43,,0,40
BO,20260607,1,bo_r01_002_tl80_dt143_ge18_qr17_tau79,80,143,18,0.17,0.79,384.92,84.76,10.00,1.00,10:1,357.63,,,384.92,84.76,,1,61
BO,20260607,1,bo_r01_003_tl56_dt74_ge28_qr32_tau74,56,74,28,0.32,0.74,184.92,79.22,10.00,1.00,10:1,175.31,,,184.92,79.22,,0,32
BO,20260607,1,bo_r01_004_tl117_dt156_ge35_qr21_tau70,117,156,35,0.21,0.7,190.92,91.92,10.00,1.00,10:1,181.92,,,190.92,91.92,,1,31
BO,20260607,1,bo_r01_005_tl43_dt211_ge31_qr66_tau75,43,211,31,0.66,0.75,325.92,96.30,10.00,1.00,10:1,305.05,,,325.92,96.30,,0,41
BO,20260607,1,bo_r01_006_tl77_dt210_ge17_qr42_tau85,77,210,17,0.42,0.85,285.92,86.78,10.00,1.00,10:1,267.82,,,285.92,86.78,,0,51
BO,20260607,2,bo_r02_001_tl120_dt59_ge19_qr20_tau87,120,59,19,0.2,0.87,195.92,84.11,10.00,1.00,10:1,185.76,,,195.92,84.11,,1,41
BO,20260607,2,bo_r02_002_tl49_dt122_ge12_qr53_tau77,49,122,12,0.53,0.77,301.92,104.94,10.00,1.00,10:1,284.01,,,301.92,104.94,,0,65
BO,20260607,2,bo_r02_003_tl88_dt70_ge3_qr0_tau77,88,70,3,0.0,0.77,327.92,83.96,10.00,1.00,10:1,305.74,,,327.92,83.96,,1,92
BO,20260607,2,bo_r02_004_tl73_dt1_ge22_qr10_tau87,73,1,22,0.1,0.87,262.92,100.32,10.00,1.00,10:1,248.14,,,262.92,100.32,,1,18
BO,20260607,2,bo_r02_005_tl12_dt151_ge30_qr53_tau80,12,151,30,0.53,0.8,144.92,79.72,10.00,1.00,10:1,138.99,,,144.92,79.72,,0,27
BO,20260607,2,bo_r02_006_tl121_dt65_ge11_qr46_tau73,121,65,11,0.46,0.73,288.92,99.75,10.00,1.00,10:1,271.72,,,288.92,99.75,,0,63
BO,20260607,3,bo_r03_001_tl22_dt31_ge1_qr54_tau72,22,31,1,0.54,0.72,192.92,82.64,10.00,1.00,10:1,182.89,,,192.92,82.64,,0,59
BO,20260607,3,bo_r03_002_tl55_dt52_ge38_qr75_tau71,55,52,38,0.75,0.71,165.92,83.12,10.00,1.00,10:1,158.39,,,165.92,83.12,,0,27
BO,20260607,3,bo_r03_003_tl117_dt3_ge19_qr98_tau78,117,3,19,0.98,0.78,262.92,88.84,10.00,1.00,10:1,247.09,,,262.92,88.84,,0,18
BO,20260607,3,bo_r03_004_tl95_dt181_ge20_qr27_tau74,95,181,20,0.27,0.74,290.92,87.14,10.00,1.00,10:1,272.39,,,290.92,87.14,,1,52
BO,20260607,3,bo_r03_005_tl26_dt127_ge1_qr65_tau72,26,127,1,0.65,0.72,249.92,94.82,10.00,1.00,10:1,235.82,,,249.92,94.82,,0,91
BO,20260607,3,bo_r03_006_tl55_dt176_ge38_qr40_tau85,55,176,38,0.4,0.85,264.92,89.17,10.00,1.00,10:1,248.94,,,264.92,89.17,,0,31
BO,20260607,4,bo_r04_001_tl3_dt71_ge44_qr30_tau88,3,71,44,0.3,0.88,113.92,90.96,10.00,1.00,10:1,111.83,,,113.92,90.96,,1,22
BO,20260607,4,bo_r04_002_tl31_dt28_ge30_qr19_tau81,31,28,30,0.19,0.81,90.92,94.03,10.00,1.00,10:1,91.20,,,90.92,94.03,,1,19
BO,20260607,4,bo_r04_003_tl68_dt239_ge1_qr84_tau82,68,239,1,0.84,0.82,325.92,95.70,10.00,1.00,10:1,304.99,,,325.92,95.70,,0,107
BO,20260607,4,bo_r04_004_tl67_dt190_ge15_qr77_tau75,67,190,15,0.77,0.75,519.92,83.18,10.00,1.00,10:1,480.22,,,519.92,83.18,,0,80
BO,20260607,4,bo_r04_005_tl11_dt176_ge20_qr90_tau78,11,176,20,0.9,0.78,308.92,80.54,10.00,1.00,10:1,288.16,,,308.92,80.54,,0,48
BO,20260607,4,bo_r04_006_tl56_dt15_ge36_qr99_tau75,56,15,36,0.99,0.75,144.92,78.65,10.00,1.00,10:1,138.90,,,144.92,78.65,,0,18
BO,20260607,5,bo_r05_001_tl50_dt39_ge28_qr38_tau70,50,39,28,0.38,0.7,137.92,81.77,10.00,1.00,10:1,132.81,,,137.92,81.77,,0,28
BO,20260607,5,bo_r05_002_tl114_dt119_ge42_qr19_tau76,114,119,42,0.19,0.76,270.92,82.80,10.00,1.00,10:1,253.82,,,270.92,82.80,,1,32
BO,20260607,5,bo_r05_003_tl30_dt173_ge9_qr30_tau90,30,173,9,0.3,0.9,333.92,92.86,10.00,1.00,10:1,312.00,,,333.92,92.86,,1,71
BO,20260607,5,bo_r05_004_tl67_dt40_ge43_qr75_tau74,67,40,43,0.75,0.74,108.92,82.13,10.00,1.00,10:1,106.48,,,108.92,82.13,,0,19
BO,20260607,5,bo_r05_005_tl20_dt219_ge38_qr92_tau78,20,219,38,0.92,0.78,203.92,81.85,10.00,1.00,10:1,192.82,,,203.92,81.85,,0,29
BO,20260607,5,bo_r05_006_tl98_dt149_ge21_qr12_tau76,98,149,21,0.12,0.76,230.92,82.93,10.00,1.00,10:1,217.47,,,230.92,82.93,,1,46
BO,20260607,6,bo_r06_001_tl119_dt74_ge7_qr7_tau70,119,74,7,0.07,0.7,364.92,97.15,10.00,1.00,10:1,340.58,,,364.92,97.15,,1,86
BO,20260607,6,bo_r06_002_tl8_dt204_ge36_qr80_tau76,8,204,36,0.8,0.76,258.92,79.53,10.00,1.00,10:1,242.61,,,258.92,79.53,,0,35
BO,20260607,6,bo_r06_003_tl28_dt22_ge33_qr35_tau76,28,22,33,0.35,0.76,145.92,75.50,10.00,1.00,10:1,139.52,,,145.92,75.50,,0,18
BO,20260607,6,bo_r06_004_tl86_dt232_ge20_qr22_tau70,86,232,20,0.22,0.7,290.92,87.14,10.00,1.00,10:1,272.39,,,290.92,87.14,,1,52
BO,20260607,6,bo_r06_005_tl82_dt60_ge33_qr40_tau89,82,60,33,0.4,0.89,245.92,76.56,10.00,1.00,10:1,230.52,,,245.92,76.56,,0,33
BO,20260607,6,bo_r06_006_tl81_dt122_ge8_qr4_tau70,81,122,8,0.04,0.7,406.92,87.22,10.00,1.00,10:1,377.86,,,406.92,87.22,,1,88
BO,20260607,7,bo_r07_001_tl58_dt81_ge42_qr4_tau82,58,81,42,0.04,0.82,198.92,89.37,10.00,1.00,10:1,188.96,,,198.92,89.37,,1,28
BO,20260607,7,bo_r07_002_tl12_dt115_ge48_qr61_tau70,12,115,48,0.61,0.7,283.92,79.07,10.00,1.00,10:1,265.30,,,283.92,79.07,,0,30
BO,20260607,7,bo_r07_003_tl73_dt176_ge11_qr55_tau84,73,176,11,0.55,0.84,320.92,82.28,10.00,1.00,10:1,299.23,,,320.92,82.28,,0,67
BO,20260607,7,bo_r07_004_tl26_dt15_ge37_qr40_tau84,26,15,37,0.4,0.84,145.92,78.62,10.00,1.00,10:1,139.80,,,145.92,78.62,,0,17
BO,20260607,7,bo_r07_005_tl106_dt115_ge29_qr23_tau87,106,115,29,0.23,0.87,224.92,88.79,10.00,1.00,10:1,212.54,,,224.92,88.79,,1,34
BO,20260607,7,bo_r07_006_tl34_dt110_ge15_qr88_tau86,34,110,15,0.88,0.86,303.92,85.22,10.00,1.00,10:1,284.04,,,303.92,85.22,,0,58
BO,20260607,8,bo_r08_001_tl103_dt74_ge32_qr38_tau71,103,74,32,0.38,0.71,242.92,78.20,10.00,1.00,10:1,227.95,,,242.92,78.20,,0,36
BO,20260607,8,bo_r08_002_tl12_dt66_ge2_qr31_tau79,12,66,2,0.31,0.79,295.92,88.00,10.00,1.00,10:1,277.02,,,295.92,88.00,,0,84
BO,20260607,8,bo_r08_003_tl52_dt209_ge43_qr9_tau88,52,209,43,0.09,0.88,209.92,83.13,10.00,1.00,10:1,198.39,,,209.92,83.13,,1,29
BO,20260607,8,bo_r08_004_tl53_dt156_ge33_qr38_tau86,53,156,33,0.38,0.86,363.92,89.46,10.00,1.00,10:1,338.97,,,363.92,89.46,,0,42
BO,20260607,8,bo_r08_005_tl23_dt153_ge44_qr17_tau73,23,153,44,0.17,0.73,159.92,84.98,10.00,1.00,10:1,153.11,,,159.92,84.98,,1,28
BO,20260607,8,bo_r08_006_tl17_dt76_ge27_qr36_tau87,17,76,27,0.36,0.87,159.92,80.82,10.00,1.00,10:1,152.73,,,159.92,80.82,,0,33
BO,20260607,9,bo_r09_001_tl106_dt21_ge32_qr45_tau74,106,21,32,0.45,0.74,144.92,75.77,10.00,1.00,10:1,138.63,,,144.92,75.77,,0,19
BO,20260607,9,bo_r09_002_tl105_dt75_ge12_qr84_tau87,105,75,12,0.84,0.87,290.92,92.83,10.00,1.00,10:1,272.91,,,290.92,92.83,,0,58
BO,20260607,9,bo_r09_003_tl42_dt234_ge39_qr55_tau84,42,234,39,0.55,0.84,274.92,81.03,10.00,1.00,10:1,257.29,,,274.92,81.03,,0,32
BO,20260607,9,bo_r09_004_tl119_dt231_ge27_qr7_tau70,119,231,27,0.07,0.7,287.92,86.12,10.00,1.00,10:1,269.57,,,287.92,86.12,,1,43
BO,20260607,9,bo_r09_005_tl57_dt68_ge11_qr91_tau90,57,68,11,0.91,0.9,210.92,88.29,10.00,1.00,10:1,199.77,,,210.92,88.29,,0,58
BO,20260607,9,bo_r09_006_tl32_dt111_ge6_qr52_tau83,32,111,6,0.52,0.83,262.92,101.62,10.00,1.00,10:1,248.26,,,262.92,101.62,,0,69
BO,20260607,10,bo_r10_001_tl78_dt33_ge41_qr96_tau79,78,33,41,0.96,0.79,144.92,86.55,10.00,1.00,10:1,139.61,,,144.92,86.55,,0,20
BO,20260607,10,bo_r10_002_tl33_dt142_ge15_qr0_tau74,33,142,15,0.0,0.74,267.92,86.03,10.00,1.00,10:1,251.38,,,267.92,86.03,,1,51
BO,20260607,10,bo_r10_003_tl111_dt95_ge35_qr42_tau87,111,95,35,0.42,0.87,370.92,89.35,10.00,1.00,10:1,345.32,,,370.92,89.35,,0,41
BO,20260607,10,bo_r10_004_tl119_dt133_ge13_qr83_tau76,119,133,13,0.83,0.76,355.92,93.20,10.00,1.00,10:1,332.04,,,355.92,93.20,,0,65
BO,20260607,10,bo_r10_005_tl103_dt217_ge30_qr85_tau82,103,217,30,0.85,0.82,286.92,75.40,10.00,1.00,10:1,267.69,,,286.92,75.40,,0,40
BO,20260607,10,bo_r10_006_tl2_dt95_ge46_qr94_tau71,2,95,46,0.94,0.71,162.92,87.44,10.00,1.00,10:1,156.06,,,162.92,87.44,,0,22
BO,20260607,11,bo_r11_001_tl70_dt39_ge50_qr97_tau90,70,39,50,0.97,0.9,144.92,88.61,10.00,1.00,10:1,139.80,,,144.92,88.61,,0,18
BO,20260607,11,bo_r11_002_tl119_dt36_ge32_qr92_tau87,119,36,32,0.92,0.87,108.92,81.92,10.00,1.00,10:1,106.47,,,108.92,81.92,,0,23
BO,20260607,11,bo_r11_003_tl119_dt53_ge41_qr88_tau89,119,53,41,0.88,0.89,190.92,84.80,10.00,1.00,10:1,181.27,,,190.92,84.80,,0,27
BO,20260607,11,bo_r11_004_tl119_dt97_ge38_qr81_tau88,119,97,38,0.81,0.88,292.92,87.71,10.00,1.00,10:1,274.26,,,292.92,87.71,,0,36
BO,20260607,11,bo_r11_005_tl115_dt181_ge44_qr91_tau84,115,181,44,0.91,0.84,248.92,80.57,10.00,1.00,10:1,233.62,,,248.92,80.57,,0,29
BO,20260607,11,bo_r11_006_tl44_dt9_ge38_qr99_tau90,44,9,38,0.99,0.9,177.92,81.68,10.00,1.00,10:1,169.17,,,177.92,81.68,,0,18
BO,20260607,12,bo_r12_001_tl51_dt11_ge50_qr97_tau88,51,11,50,0.97,0.88,161.92,86.17,10.00,1.00,10:1,155.03,,,161.92,86.17,,0,17
BO,20260607,12,bo_r12_002_tl119_dt0_ge40_qr60_tau88,119,0,40,0.6,0.88,297.92,84.08,10.00,1.00,10:1,278.48,,,297.92,84.08,,0,35
BO,20260607,12,bo_r12_003_tl90_dt163_ge49_qr100_tau84,90,163,49,1.0,0.84,302.92,79.03,10.00,1.00,10:1,282.57,,,302.92,79.03,,0,31
BO,20260607,12,bo_r12_004_tl107_dt175_ge48_qr89_tau84,107,175,48,0.89,0.84,303.92,80.26,10.00,1.00,10:1,283.59,,,303.92,80.26,,0,32
BO,20260607,12,bo_r12_005_tl115_dt164_ge50_qr61_tau88,115,164,50,0.61,0.88,400.92,78.81,10.00,1.00,10:1,371.64,,,400.92,78.81,,0,34
BO,20260607,12,bo_r12_006_tl121_dt149_ge35_qr68_tau89,121,149,35,0.68,0.89,262.92,90.00,10.00,1.00,10:1,247.20,,,262.92,90.00,,0,34
BO,20260607,13,bo_r13_001_tl95_dt84_ge39_qr94_tau88,95,84,39,0.94,0.88,299.92,84.36,10.00,1.00,10:1,280.32,,,299.92,84.36,,0,36
BO,20260607,13,bo_r13_002_tl98_dt222_ge44_qr91_tau90,98,222,44,0.91,0.9,248.92,80.57,10.00,1.00,10:1,233.62,,,248.92,80.57,,0,29
BO,20260607,13,bo_r13_003_tl103_dt40_ge48_qr100_tau83,103,40,48,1.0,0.83,137.92,88.67,10.00,1.00,10:1,133.44,,,137.92,88.67,,0,19
BO,20260607,13,bo_r13_004_tl115_dt6_ge46_qr59_tau89,115,6,46,0.59,0.89,180.92,92.55,10.00,1.00,10:1,172.89,,,180.92,92.55,,0,18
BO,20260607,13,bo_r13_005_tl118_dt26_ge47_qr97_tau84,118,26,47,0.97,0.84,137.92,78.59,10.00,1.00,10:1,132.53,,,137.92,78.59,,0,17
BO,20260607,13,bo_r13_006_tl119_dt67_ge45_qr85_tau89,119,67,45,0.85,0.89,191.92,77.30,10.00,1.00,10:1,181.50,,,191.92,77.30,,0,25
BO,20260607,14,bo_r14_001_tl114_dt161_ge49_qr97_tau85,114,161,49,0.97,0.85,302.92,79.03,10.00,1.00,10:1,282.57,,,302.92,79.03,,0,31
BO,20260607,14,bo_r14_002_tl121_dt13_ge50_qr98_tau90,121,13,50,0.98,0.9,145.92,79.26,10.00,1.00,10:1,139.86,,,145.92,79.26,,0,17
BO,20260607,14,bo_r14_003_tl76_dt26_ge48_qr70_tau89,76,26,48,0.7,0.89,137.92,78.59,10.00,1.00,10:1,132.53,,,137.92,78.59,,0,17
BO,20260607,14,bo_r14_004_tl98_dt37_ge29_qr76_tau90,98,37,29,0.76,0.9,113.92,81.98,10.00,1.00,10:1,111.02,,,113.92,81.98,,0,26
BO,20260607,14,bo_r14_005_tl98_dt62_ge44_qr94_tau83,98,62,44,0.94,0.83,238.92,77.27,10.00,1.00,10:1,224.22,,,238.92,77.27,,0,29
BO,20260607,14,bo_r14_006_tl118_dt39_ge22_qr78_tau88,118,39,22,0.78,0.88,136.92,82.44,10.00,1.00,10:1,131.97,,,136.92,82.44,,0,31
BO,20260607,15,bo_r15_001_tl113_dt134_ge30_qr91_tau89,113,134,30,0.91,0.89,286.92,75.40,10.00,1.00,10:1,267.69,,,286.92,75.40,,0,40
BO,20260607,15,bo_r15_002_tl118_dt21_ge36_qr75_tau88,118,21,36,0.75,0.88,144.92,75.77,10.00,1.00,10:1,138.63,,,144.92,75.77,,0,19
BO,20260607,15,bo_r15_003_tl62_dt4_ge50_qr77_tau89,62,4,50,0.77,0.89,283.92,89.58,10.00,1.00,10:1,266.25,,,283.92,89.58,,0,18
BO,20260607,15,bo_r15_004_tl100_dt115_ge23_qr100_tau88,100,115,23,1.0,0.88,280.92,81.59,10.00,1.00,10:1,262.80,,,280.92,81.59,,0,44
BO,20260607,15,bo_r15_005_tl119_dt65_ge43_qr84_tau82,119,65,43,0.84,0.82,191.92,79.06,10.00,1.00,10:1,181.66,,,191.92,79.06,,0,25
BO,20260607,15,bo_r15_006_tl103_dt17_ge25_qr97_tau85,103,17,25,0.97,0.85,145.92,86.23,10.00,1.00,10:1,140.49,,,145.92,86.23,,0,21
BO,20260607,16,bo_r16_001_tl89_dt181_ge44_qr95_tau89,89,181,44,0.95,0.89,248.92,80.57,10.00,1.00,10:1,233.62,,,248.92,80.57,,0,29
BO,20260607,16,bo_r16_002_tl94_dt23_ge42_qr100_tau86,94,23,42,1.0,0.86,144.92,77.03,10.00,1.00,10:1,138.75,,,144.92,77.03,,0,17
BO,20260607,16,bo_r16_003_tl94_dt74_ge46_qr91_tau88,94,74,46,0.91,0.88,266.92,78.47,10.00,1.00,10:1,249.79,,,266.92,78.47,,0,30
BO,20260607,16,bo_r16_004_tl97_dt78_ge49_qr78_tau88,97,78,49,0.78,0.88,264.92,77.62,10.00,1.00,10:1,247.89,,,264.92,77.62,,0,28
BO,20260607,16,bo_r16_005_tl103_dt90_ge42_qr78_tau89,103,90,42,0.78,0.89,190.92,76.02,10.00,1.00,10:1,180.47,,,190.92,76.02,,0,28
BO,20260607,16,bo_r16_006_tl110_dt113_ge33_qr91_tau88,110,113,33,0.91,0.88,363.92,89.46,10.00,1.00,10:1,338.97,,,363.92,89.46,,0,42
BO,20260607,17,bo_r17_001_tl78_dt8_ge46_qr92_tau89,78,8,46,0.92,0.89,164.92,79.52,10.00,1.00,10:1,157.16,,,164.92,79.52,,0,18
BO,20260607,17,bo_r17_002_tl97_dt195_ge42_qr100_tau90,97,195,42,1.0,0.9,281.92,79.19,10.00,1.00,10:1,263.49,,,281.92,79.19,,0,31
BO,20260607,17,bo_r17_003_tl100_dt16_ge48_qr90_tau84,100,16,48,0.9,0.84,144.92,79.76,10.00,1.00,10:1,139.00,,,144.92,79.76,,0,17
BO,20260607,17,bo_r17_004_tl110_dt111_ge27_qr98_tau90,110,111,27,0.98,0.9,265.92,78.67,10.00,1.00,10:1,248.90,,,265.92,78.67,,0,41
BO,20260607,17,bo_r17_005_tl120_dt28_ge27_qr98_tau86,120,28,27,0.98,0.86,167.92,76.49,10.00,1.00,10:1,159.61,,,167.92,76.49,,0,26
BO,20260607,17,bo_r17_006_tl63_dt17_ge37_qr95_tau90,63,17,37,0.95,0.9,158.92,85.06,10.00,1.00,10:1,152.20,,,158.92,85.06,,0,19
BO,20260607,18,bo_r18_001_tl97_dt85_ge38_qr95_tau88,97,85,38,0.95,0.88,220.92,89.49,10.00,1.00,10:1,208.97,,,220.92,89.49,,0,30
BO,20260607,18,bo_r18_002_tl102_dt62_ge39_qr83_tau88,102,62,39,0.83,0.88,299.92,83.77,10.00,1.00,10:1,280.27,,,299.92,83.77,,0,37
BO,20260607,18,bo_r18_003_tl103_dt155_ge49_qr97_tau86,103,155,49,0.97,0.86,302.92,79.03,10.00,1.00,10:1,282.57,,,302.92,79.03,,0,31
BO,20260607,18,bo_r18_004_tl109_dt81_ge39_qr95_tau86,109,81,39,0.95,0.86,299.92,84.36,10.00,1.00,10:1,280.32,,,299.92,84.36,,0,36
BO,20260607,18,bo_r18_005_tl115_dt45_ge42_qr76_tau90,115,45,42,0.76,0.9,225.92,82.69,10.00,1.00,10:1,212.90,,,225.92,82.69,,0,27
BO,20260607,18,bo_r18_006_tl105_dt27_ge47_qr96_tau81,105,27,47,0.96,0.81,139.92,81.41,10.00,1.00,10:1,134.60,,,139.92,81.41,,0,18
BO,20260607,19,bo_r19_001_tl84_dt209_ge49_qr97_tau90,84,209,49,0.97,0.9,302.92,79.03,10.00,1.00,10:1,282.57,,,302.92,79.03,,0,31
BO,20260607,19,bo_r19_002_tl99_dt101_ge32_qr96_tau90,99,101,32,0.96,0.9,316.92,91.59,10.00,1.00,10:1,296.44,,,316.92,91.59,,0,40
BO,20260607,19,bo_r19_003_tl100_dt73_ge42_qr88_tau87,100,73,42,0.88,0.87,232.92,76.27,10.00,1.00,10:1,218.68,,,232.92,76.27,,0,28
BO,20260607,19,bo_r19_004_tl115_dt29_ge43_qr90_tau85,115,29,43,0.9,0.85,137.92,92.87,10.00,1.00,10:1,133.82,,,137.92,92.87,,0,20
BO,20260607,19,bo_r19_005_tl115_dt36_ge41_qr49_tau90,115,36,41,0.49,0.9,109.92,84.34,10.00,1.00,10:1,107.59,,,109.92,84.34,,0,19
BO,20260607,19,bo_r19_006_tl86_dt100_ge44_qr99_tau83,86,100,44,0.99,0.83,189.92,79.45,10.00,1.00,10:1,179.88,,,189.92,79.45,,0,28
BO,20260607,20,bo_r20_001_tl76_dt1_ge48_qr92_tau86,76,1,48,0.92,0.86,264.92,89.58,10.00,1.00,10:1,248.98,,,264.92,89.58,,0,17
BO,20260607,20,bo_r20_002_tl76_dt19_ge49_qr85_tau89,76,19,49,0.85,0.89,144.92,79.19,10.00,1.00,10:1,138.94,,,144.92,79.19,,0,17
